PSA_ID,Domain,Subcategory,EN,SW,SO,EK,DH,Source,Date_Generated,Confidence_Note
PSA_00905,Health,Healthcare Access,KEMRI reminds residents of Nairobi to register for NHIF cards before 30th July 2026.,KEMRI inawakumbusha wakazi wa Nairobi kujiandikisha kwa kadi za NHIF kabla ya tarehe 30 Julai 2026.,KEMRI waxay xasuusinaysaa dadka Nairobi inay isdiiwaangeliyaan kaararka NHIF ka hor 30-ka Luulyo 2026.,KEMRI egoibokia abanto b'Nairobi koyandikwa kwa amakadi ga NHIF imbere y'ekiro kia 30 Julai 2026.,KEMRI paro jo Nairobi mondo gindik nying ne kadi mag NHIF kapok tarik 30 Julai 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00906,Health,Healthcare Access,The County Department of Health reminds residents of Kakamega to register for NHIF cards before 1st September 2026.,Idara ya Afya ya Kaunti inawakumbusha wakazi wa Kakamega kujiandikisha kwa kadi za NHIF kabla ya tarehe 1 Septemba 2026.,Waaxda Caafimaadka ee Gobolka waxay xasuusinaysaa dadka Kakamega inay isdiiwaangeliyaan kaararka NHIF ka hor 1-da Sebtember 2026.,Ebiombe bia County egoibokia abanto b'Kakamega koyandikwa kwa amakadi ga NHIF imbere y'ekiro kia 1 Septemba 2026.,Bad mar Ngima e County paro jo Kakamega mondo gindik nying ne kadi mag NHIF kapok tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00907,Health,Healthcare Access,The Kenya Red Cross reminds residents of Mombasa to register for free medical camps before 20th October 2026.,Msalaba Mwekundu wa Kenya inawakumbusha wakazi wa Mombasa kujiandikisha kwa kambi za matibabu za bure kabla ya tarehe 20 Oktoba 2026.,Iskaashiga Casumaadka Kenya waxay xasuusinaysaa dadka Mombasa inay isdiiwaangeliyaan xerooyinka caafimaad ee bilaashka ah ka hor 20-ka Oktoobar 2026.,Red Cross ya Kenya egoibokia abanto b'Mombasa koyandikwa kwa amakambi ga obosaidia bwerabwera imbere y'ekiro kia 20 Oktoba 2026.,Red Cross mar Kenya paro jo Mombasa mondo gindik nying ne kambi mag thieth nono kapok tarik 20 Oktoba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00908,Health,Healthcare Access,The Kenya Red Cross urges residents of Kilifi to renew their free medical camps 15th August 2026.,Msalaba Mwekundu wa Kenya inawahimiza wakazi wa Kilifi kufanya upya kambi za matibabu za bure yao tarehe 15 Agosti 2026.,Iskaashiga Casumaadka Kenya waxay ku boorinaysaa dadka Kilifi inay cusboonaysiiyaan xerooyinka caafimaad ee bilaashka ah 15-ka Ogosto 2026.,Red Cross ya Kenya egoseka abanto b'Kilifi kogeria amakambi ga obosaidia bwerabwera yabo ekiro kia 15 Agosti 2026.,Red Cross mar Kenya jiwo jo Kilifi mondo oloso kambi mag thieth nono margi tarik 15 Agosti 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00909,Health,Healthcare Access,The County Department of Health lists nearby facilities offering health insurance in Mombasa.,Idara ya Afya ya Kaunti inaorodhesha vituo vya karibu vinavyotoa bima ya afya katika Mombasa.,Waaxda Caafimaadka ee Gobolka waxay taxdaa xarumaha u dhow ee bixiya caymiska caafimaadka ee Mombasa.,Ebiombe bia County egoandika ebibungo ebiegereine ebirakonia bima y'ebiombe ase Mombasa.,Bad mar Ngima e County chano kuonde machiegni machiwo bima mar ngima e Mombasa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00910,Health,Healthcare Access,KEMRI reminds residents of Garissa to register for health insurance before during the coming school term.,KEMRI inawakumbusha wakazi wa Garissa kujiandikisha kwa bima ya afya kabla ya muhula ujao wa shule.,KEMRI waxay xasuusinaysaa dadka Garissa inay isdiiwaangeliyaan caymiska caafimaadka ka hor xilliga dugsiga ee soo socda.,KEMRI egoibokia abanto b'Garissa koyandikwa kwa bima y'ebiombe imbere y'omwaka ogochaa ogw'esukuru.,KEMRI paro jo Garissa mondo gindik nying ne bima mar ngima kapok kinde skul mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00911,Health,Healthcare Access,The County Department of Health announces free medical camps in Kilifi this weekend.,Idara ya Afya ya Kaunti inatangaza kambi za matibabu za bure katika Kilifi wikendi hii.,Waaxda Caafimaadka ee Gobolka waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Kilifi usbuucan.,Ebiombe bia County egotangaza amakambi ga obosaidia bwerabwera ase Kilifi wiki inu.,Bad mar Ngima e County lando kambi mag thieth nono e Kilifi juma ni.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00912,Health,Healthcare Access,The Ministry of Health reminds residents of Garissa to register for NHIF cards before during the coming school term.,Wizara ya Afya inawakumbusha wakazi wa Garissa kujiandikisha kwa kadi za NHIF kabla ya muhula ujao wa shule.,Wasaaradda Caafimaadka waxay xasuusinaysaa dadka Garissa inay isdiiwaangeliyaan kaararka NHIF ka hor xilliga dugsiga ee soo socda.,Ministri y'Ebiombe egoibokia abanto b'Garissa koyandikwa kwa amakadi ga NHIF imbere y'omwaka ogochaa ogw'esukuru.,Ministry mar Ngima paro jo Garissa mondo gindik nying ne kadi mag NHIF kapok kinde skul mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00913,Health,Healthcare Access,KEMRI urges residents of Kericho to renew their free medical camps 1st September 2026.,KEMRI inawahimiza wakazi wa Kericho kufanya upya kambi za matibabu za bure yao tarehe 1 Septemba 2026.,KEMRI waxay ku boorinaysaa dadka Kericho inay cusboonaysiiyaan xerooyinka caafimaad ee bilaashka ah 1-da Sebtember 2026.,KEMRI egoseka abanto b'Kericho kogeria amakambi ga obosaidia bwerabwera yabo ekiro kia 1 Septemba 2026.,KEMRI jiwo jo Kericho mondo oloso kambi mag thieth nono margi tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00914,Health,Healthcare Access,The Kenya Red Cross urges residents of Eldoret to renew their health insurance 20th October 2026.,Msalaba Mwekundu wa Kenya inawahimiza wakazi wa Eldoret kufanya upya bima ya afya yao tarehe 20 Oktoba 2026.,Iskaashiga Casumaadka Kenya waxay ku boorinaysaa dadka Eldoret inay cusboonaysiiyaan caymiska caafimaadka 20-ka Oktoobar 2026.,Red Cross ya Kenya egoseka abanto b'Eldoret kogeria bima y'ebiombe yabo ekiro kia 20 Oktoba 2026.,Red Cross mar Kenya jiwo jo Eldoret mondo oloso bima mar ngima margi tarik 20 Oktoba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00915,Health,Healthcare Access,The Ministry of Health announces free medical camps in Machakos 15th August 2026.,Wizara ya Afya inatangaza kambi za matibabu za bure katika Machakos tarehe 15 Agosti 2026.,Wasaaradda Caafimaadka waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Machakos 15-ka Ogosto 2026.,Ministri y'Ebiombe egotangaza amakambi ga obosaidia bwerabwera ase Machakos ekiro kia 15 Agosti 2026.,Ministry mar Ngima lando kambi mag thieth nono e Machakos tarik 15 Agosti 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00916,Health,Healthcare Access,The Ministry of Health urges residents of Kericho to renew their NHIF cards the next 7 days.,Wizara ya Afya inawahimiza wakazi wa Kericho kufanya upya kadi za NHIF yao siku 7 zijazo.,Wasaaradda Caafimaadka waxay ku boorinaysaa dadka Kericho inay cusboonaysiiyaan kaararka NHIF 7-da maalmood ee soo socda.,Ministri y'Ebiombe egoseka abanto b'Kericho kogeria amakadi ga NHIF yabo ebiro saba biria bироche.,Ministry mar Ngima jiwo jo Kericho mondo oloso kadi mag NHIF margi ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00917,Health,Healthcare Access,The Ministry of Health informs the public that NHIF cards services are now available at Machakos hospitals.,Wizara ya Afya inaufahamisha umma kuwa huduma za kadi za NHIF sasa zinapatikana katika hospitali za Machakos.,Wasaaradda Caafimaadka waxay dadweynaha ogeysiinaysaa in adeegyada kaararka NHIF hadda laga heli karo cusbitaalada Machakos.,Ministri y'Ebiombe egotebia abanto ng'ebiombe bia amakadi ga NHIF nabwenene biboreka ase ebibungo bia Machakos.,Ministry mar Ngima nyiso ji ni tich mag kadi mag NHIF koro nitie e osiptali mag Machakos.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00918,Health,Healthcare Access,KEMRI lists nearby facilities offering outpatient services in Kericho.,KEMRI inaorodhesha vituo vya karibu vinavyotoa huduma za wagonjwa wa nje katika Kericho.,KEMRI waxay taxdaa xarumaha u dhow ee bixiya adeegyada bukaanka dibadda ee Kericho.,KEMRI egoandika ebibungo ebiegereine ebirakonia ebiombe bia abalwaire ase anja ase Kericho.,KEMRI chano kuonde machiegni machiwo tich ne joma tuo mabare e Kericho.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00919,Health,Healthcare Access,The Kenya Red Cross lists nearby facilities offering NHIF cards in Kakamega.,Msalaba Mwekundu wa Kenya inaorodhesha vituo vya karibu vinavyotoa kadi za NHIF katika Kakamega.,Iskaashiga Casumaadka Kenya waxay taxdaa xarumaha u dhow ee bixiya kaararka NHIF ee Kakamega.,Red Cross ya Kenya egoandika ebibungo ebiegereine ebirakonia amakadi ga NHIF ase Kakamega.,Red Cross mar Kenya chano kuonde machiegni machiwo kadi mag NHIF e Kakamega.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00920,Health,Healthcare Access,The County Department of Health informs the public that health insurance services are now available at Kisii hospitals.,Idara ya Afya ya Kaunti inaufahamisha umma kuwa huduma za bima ya afya sasa zinapatikana katika hospitali za Kisii.,Waaxda Caafimaadka ee Gobolka waxay dadweynaha ogeysiinaysaa in adeegyada caymiska caafimaadka hadda laga heli karo cusbitaalada Kisii.,Ebiombe bia County egotebia abanto ng'ebiombe bia bima y'ebiombe nabwenene biboreka ase ebibungo bia Kisii.,Bad mar Ngima e County nyiso ji ni tich mag bima mar ngima koro nitie e osiptali mag Kisii.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00921,Health,Healthcare Access,KEMRI lists nearby facilities offering NHIF cards in Kericho.,KEMRI inaorodhesha vituo vya karibu vinavyotoa kadi za NHIF katika Kericho.,KEMRI waxay taxdaa xarumaha u dhow ee bixiya kaararka NHIF ee Kericho.,KEMRI egoandika ebibungo ebiegereine ebirakonia amakadi ga NHIF ase Kericho.,KEMRI chano kuonde machiegni machiwo kadi mag NHIF e Kericho.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00922,Health,Healthcare Access,The Kenya Red Cross urges residents of Garissa to renew their free medical camps 1st September 2026.,Msalaba Mwekundu wa Kenya inawahimiza wakazi wa Garissa kufanya upya kambi za matibabu za bure yao tarehe 1 Septemba 2026.,Iskaashiga Casumaadka Kenya waxay ku boorinaysaa dadka Garissa inay cusboonaysiiyaan xerooyinka caafimaad ee bilaashka ah 1-da Sebtember 2026.,Red Cross ya Kenya egoseka abanto b'Garissa kogeria amakambi ga obosaidia bwerabwera yabo ekiro kia 1 Septemba 2026.,Red Cross mar Kenya jiwo jo Garissa mondo oloso kambi mag thieth nono margi tarik 1 Septemba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00923,Health,Healthcare Access,The Ministry of Health urges residents of Migori to renew their NHIF cards this weekend.,Wizara ya Afya inawahimiza wakazi wa Migori kufanya upya kadi za NHIF yao wikendi hii.,Wasaaradda Caafimaadka waxay ku boorinaysaa dadka Migori inay cusboonaysiiyaan kaararka NHIF usbuucan.,Ministri y'Ebiombe egoseka abanto b'Migori kogeria amakadi ga NHIF yabo wiki inu.,Ministry mar Ngima jiwo jo Migori mondo oloso kadi mag NHIF margi juma ni.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00924,Health,Healthcare Access,The Kenya Red Cross reminds residents of Kilifi to register for health insurance before the next 7 days.,Msalaba Mwekundu wa Kenya inawakumbusha wakazi wa Kilifi kujiandikisha kwa bima ya afya kabla ya siku 7 zijazo.,Iskaashiga Casumaadka Kenya waxay xasuusinaysaa dadka Kilifi inay isdiiwaangeliyaan caymiska caafimaadka ka hor 7-da maalmood ee soo socda.,Red Cross ya Kenya egoibokia abanto b'Kilifi koyandikwa kwa bima y'ebiombe imbere y'ebiro saba biria bироche.,Red Cross mar Kenya paro jo Kilifi mondo gindik nying ne bima mar ngima kapok ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00925,Health,Healthcare Access,The Kenya Red Cross urges residents of Kakamega to renew their health insurance during the coming school term.,Msalaba Mwekundu wa Kenya inawahimiza wakazi wa Kakamega kufanya upya bima ya afya yao muhula ujao wa shule.,Iskaashiga Casumaadka Kenya waxay ku boorinaysaa dadka Kakamega inay cusboonaysiiyaan caymiska caafimaadka xilliga dugsiga ee soo socda.,Red Cross ya Kenya egoseka abanto b'Kakamega kogeria bima y'ebiombe yabo omwaka ogochaa ogw'esukuru.,Red Cross mar Kenya jiwo jo Kakamega mondo oloso bima mar ngima margi kinde skul mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00926,Health,Healthcare Access,The Ministry of Health announces free medical camps in Nairobi within 14 days.,Wizara ya Afya inatangaza kambi za matibabu za bure katika Nairobi ndani ya siku 14.,Wasaaradda Caafimaadka waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Nairobi gudaha 14 maalmood.,Ministri y'Ebiombe egotangaza amakambi ga obosaidia bwerabwera ase Nairobi ase ebiro ekomi n'ena.,Ministry mar Ngima lando kambi mag thieth nono e Nairobi e sanduok ndalo 14.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00927,Health,Healthcare Access,The County Department of Health informs the public that health insurance services are now available at Kisumu hospitals.,Idara ya Afya ya Kaunti inaufahamisha umma kuwa huduma za bima ya afya sasa zinapatikana katika hospitali za Kisumu.,Waaxda Caafimaadka ee Gobolka waxay dadweynaha ogeysiinaysaa in adeegyada caymiska caafimaadka hadda laga heli karo cusbitaalada Kisumu.,Ebiombe bia County egotebia abanto ng'ebiombe bia bima y'ebiombe nabwenene biboreka ase ebibungo bia Kisumu.,Bad mar Ngima e County nyiso ji ni tich mag bima mar ngima koro nitie e osiptali mag Kisumu.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00928,Health,Healthcare Access,The Kenya Red Cross lists nearby facilities offering NHIF cards in Garissa.,Msalaba Mwekundu wa Kenya inaorodhesha vituo vya karibu vinavyotoa kadi za NHIF katika Garissa.,Iskaashiga Casumaadka Kenya waxay taxdaa xarumaha u dhow ee bixiya kaararka NHIF ee Garissa.,Red Cross ya Kenya egoandika ebibungo ebiegereine ebirakonia amakadi ga NHIF ase Garissa.,Red Cross mar Kenya chano kuonde machiegni machiwo kadi mag NHIF e Garissa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00929,Health,Healthcare Access,The County Department of Health lists nearby facilities offering health insurance in Mombasa.,Idara ya Afya ya Kaunti inaorodhesha vituo vya karibu vinavyotoa bima ya afya katika Mombasa.,Waaxda Caafimaadka ee Gobolka waxay taxdaa xarumaha u dhow ee bixiya caymiska caafimaadka ee Mombasa.,Ebiombe bia County egoandika ebibungo ebiegereine ebirakonia bima y'ebiombe ase Mombasa.,Bad mar Ngima e County chano kuonde machiegni machiwo bima mar ngima e Mombasa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00930,Health,Healthcare Access,KEMRI urges residents of Migori to renew their NHIF cards by Friday.,KEMRI inawahimiza wakazi wa Migori kufanya upya kadi za NHIF yao ifikapo Ijumaa.,KEMRI waxay ku boorinaysaa dadka Migori inay cusboonaysiiyaan kaararka NHIF marka la gaaro Jimcaha.,KEMRI egoseka abanto b'Migori kogeria amakadi ga NHIF yabo erinda Ijumaa.,KEMRI jiwo jo Migori mondo oloso kadi mag NHIF margi chopni chieng' Ijumaa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00931,Health,Healthcare Access,The County Department of Health informs the public that free medical camps services are now available at Kisumu hospitals.,Idara ya Afya ya Kaunti inaufahamisha umma kuwa huduma za kambi za matibabu za bure sasa zinapatikana katika hospitali za Kisumu.,Waaxda Caafimaadka ee Gobolka waxay dadweynaha ogeysiinaysaa in adeegyada xerooyinka caafimaad ee bilaashka ah hadda laga heli karo cusbitaalada Kisumu.,Ebiombe bia County egotebia abanto ng'ebiombe bia amakambi ga obosaidia bwerabwera nabwenene biboreka ase ebibungo bia Kisumu.,Bad mar Ngima e County nyiso ji ni tich mag kambi mag thieth nono koro nitie e osiptali mag Kisumu.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00932,Health,Healthcare Access,The County Department of Health informs the public that health insurance services are now available at Machakos hospitals.,Idara ya Afya ya Kaunti inaufahamisha umma kuwa huduma za bima ya afya sasa zinapatikana katika hospitali za Machakos.,Waaxda Caafimaadka ee Gobolka waxay dadweynaha ogeysiinaysaa in adeegyada caymiska caafimaadka hadda laga heli karo cusbitaalada Machakos.,Ebiombe bia County egotebia abanto ng'ebiombe bia bima y'ebiombe nabwenene biboreka ase ebibungo bia Machakos.,Bad mar Ngima e County nyiso ji ni tich mag bima mar ngima koro nitie e osiptali mag Machakos.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00933,Health,Healthcare Access,The County Department of Health announces free medical camps in Kericho 30th July 2026.,Idara ya Afya ya Kaunti inatangaza kambi za matibabu za bure katika Kericho tarehe 30 Julai 2026.,Waaxda Caafimaadka ee Gobolka waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Kericho 30-ka Luulyo 2026.,Ebiombe bia County egotangaza amakambi ga obosaidia bwerabwera ase Kericho ekiro kia 30 Julai 2026.,Bad mar Ngima e County lando kambi mag thieth nono e Kericho tarik 30 Julai 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00934,Health,Healthcare Access,The Kenya Red Cross urges residents of Eldoret to renew their outpatient services within 14 days.,Msalaba Mwekundu wa Kenya inawahimiza wakazi wa Eldoret kufanya upya huduma za wagonjwa wa nje yao ndani ya siku 14.,Iskaashiga Casumaadka Kenya waxay ku boorinaysaa dadka Eldoret inay cusboonaysiiyaan adeegyada bukaanka dibadda gudaha 14 maalmood.,Red Cross ya Kenya egoseka abanto b'Eldoret kogeria ebiombe bia abalwaire ase anja yabo ase ebiro ekomi n'ena.,Red Cross mar Kenya jiwo jo Eldoret mondo oloso tich ne joma tuo mabare margi e sanduok ndalo 14.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00935,Health,Healthcare Access,KEMRI announces free medical camps in Bungoma 30th July 2026.,KEMRI inatangaza kambi za matibabu za bure katika Bungoma tarehe 30 Julai 2026.,KEMRI waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Bungoma 30-ka Luulyo 2026.,KEMRI egotangaza amakambi ga obosaidia bwerabwera ase Bungoma ekiro kia 30 Julai 2026.,KEMRI lando kambi mag thieth nono e Bungoma tarik 30 Julai 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00936,Health,Healthcare Access,The Ministry of Health reminds residents of Kericho to register for outpatient services before by Friday.,Wizara ya Afya inawakumbusha wakazi wa Kericho kujiandikisha kwa huduma za wagonjwa wa nje kabla ya ifikapo Ijumaa.,Wasaaradda Caafimaadka waxay xasuusinaysaa dadka Kericho inay isdiiwaangeliyaan adeegyada bukaanka dibadda ka hor marka la gaaro Jimcaha.,Ministri y'Ebiombe egoibokia abanto b'Kericho koyandikwa kwa ebiombe bia abalwaire ase anja imbere y'erinda Ijumaa.,Ministry mar Ngima paro jo Kericho mondo gindik nying ne tich ne joma tuo mabare kapok chopni chieng' Ijumaa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00937,Health,Healthcare Access,KEMRI announces free medical camps in Nakuru within 14 days.,KEMRI inatangaza kambi za matibabu za bure katika Nakuru ndani ya siku 14.,KEMRI waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Nakuru gudaha 14 maalmood.,KEMRI egotangaza amakambi ga obosaidia bwerabwera ase Nakuru ase ebiro ekomi n'ena.,KEMRI lando kambi mag thieth nono e Nakuru e sanduok ndalo 14.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00938,Health,Healthcare Access,The Ministry of Health reminds residents of Mombasa to register for NHIF cards before the next 7 days.,Wizara ya Afya inawakumbusha wakazi wa Mombasa kujiandikisha kwa kadi za NHIF kabla ya siku 7 zijazo.,Wasaaradda Caafimaadka waxay xasuusinaysaa dadka Mombasa inay isdiiwaangeliyaan kaararka NHIF ka hor 7-da maalmood ee soo socda.,Ministri y'Ebiombe egoibokia abanto b'Mombasa koyandikwa kwa amakadi ga NHIF imbere y'ebiro saba biria bироche.,Ministry mar Ngima paro jo Mombasa mondo gindik nying ne kadi mag NHIF kapok ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00939,Health,Healthcare Access,KEMRI urges residents of Migori to renew their outpatient services the next 7 days.,KEMRI inawahimiza wakazi wa Migori kufanya upya huduma za wagonjwa wa nje yao siku 7 zijazo.,KEMRI waxay ku boorinaysaa dadka Migori inay cusboonaysiiyaan adeegyada bukaanka dibadda 7-da maalmood ee soo socda.,KEMRI egoseka abanto b'Migori kogeria ebiombe bia abalwaire ase anja yabo ebiro saba biria bироche.,KEMRI jiwo jo Migori mondo oloso tich ne joma tuo mabare margi ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00940,Health,Healthcare Access,KEMRI urges residents of Machakos to renew their health insurance the next 7 days.,KEMRI inawahimiza wakazi wa Machakos kufanya upya bima ya afya yao siku 7 zijazo.,KEMRI waxay ku boorinaysaa dadka Machakos inay cusboonaysiiyaan caymiska caafimaadka 7-da maalmood ee soo socda.,KEMRI egoseka abanto b'Machakos kogeria bima y'ebiombe yabo ebiro saba biria bироche.,KEMRI jiwo jo Machakos mondo oloso bima mar ngima margi ndalo abiriyo mabiro.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00941,Health,Healthcare Access,The Ministry of Health lists nearby facilities offering free medical camps in Garissa.,Wizara ya Afya inaorodhesha vituo vya karibu vinavyotoa kambi za matibabu za bure katika Garissa.,Wasaaradda Caafimaadka waxay taxdaa xarumaha u dhow ee bixiya xerooyinka caafimaad ee bilaashka ah ee Garissa.,Ministri y'Ebiombe egoandika ebibungo ebiegereine ebirakonia amakambi ga obosaidia bwerabwera ase Garissa.,Ministry mar Ngima chano kuonde machiegni machiwo kambi mag thieth nono e Garissa.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00942,Health,Healthcare Access,KEMRI announces free medical camps in Kisii 20th October 2026.,KEMRI inatangaza kambi za matibabu za bure katika Kisii tarehe 20 Oktoba 2026.,KEMRI waxay ku dhawaaqday xerooyin caafimaad oo bilaash ah oo Kisii 20-ka Oktoobar 2026.,KEMRI egotangaza amakambi ga obosaidia bwerabwera ase Kisii ekiro kia 20 Oktoba 2026.,KEMRI lando kambi mag thieth nono e Kisii tarik 20 Oktoba 2026.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
PSA_00943,Health,Healthcare Access,The Kenya Red Cross lists nearby facilities offering outpatient services in Machakos.,Msalaba Mwekundu wa Kenya inaorodhesha vituo vya karibu vinavyotoa huduma za wagonjwa wa nje katika Machakos.,Iskaashiga Casumaadka Kenya waxay taxdaa xarumaha u dhow ee bixiya adeegyada bukaanka dibadda ee Machakos.,Red Cross ya Kenya egoandika ebibungo ebiegereine ebirakonia ebiombe bia abalwaire ase anja ase Machakos.,Red Cross mar Kenya chano kuonde machiegni machiwo tich ne joma tuo mabare e Machakos.,"Simulated (LLM-generated, instructor-approved substitute for scraped data)",2026-07-22,High (EN/SW); Moderate (SO); Low/best-effort - requires native speaker verification (EK/DH)
