PSA_ID,Domain,Sub_Category,English,Notice_Style,Source,Date,Metadata
198,Governance,Public Service Delivery,The application may be accessed from the Ministry’s portal vide GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
199,Governance,Public Service Delivery,"Application Number ML/2024/0157 REBECCA MIANO, Application Area 63.5840 Km² (296 Cadastral Blocks) Cabinet Secretary for Tourism and Wildlife.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
200,Governance,Public Service Delivery,"Locality Kajiado County Mineral Sought Soda Ash 555452 41 7 THE KENYA GAZETTE 13th February, 2026 PROPOSED APPLICATION BOUNDARIES GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
201,Governance,Public Service Delivery,0 1 49 15 S 36 13 15 E GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
202,Governance,Devolution and Local Governance,0 1 50 15 S 36 13 30 E THE COUNTY GOVERNMENTS ACT 38.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
203,Governance,Public Service Delivery,0 1 51 30 S 36 14 45 E THE INTERGOVERNMENTAL RELATIONS ACT 42.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
204,Governance,Public Service Delivery,0 1 52 30 S 36 15 0 E INTERGOVERNMENTAL PARTNERSHIP AGREEMENT ON ISSUANCE OF 45.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
205,Governance,Public Service Delivery,0 1 53 45 S 36 15 15 E GOVERNMENT THROUGH THE MINISTRY OF EDUCATION AND THE 47.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
206,Governance,Devolution and Local Governance,"0 1 55 17.61 S 36 16 13.37 E COUNTY GOVERNMENT OF MOMBASA DATED 15TH JANUARY, 2025.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
207,Governance,Devolution and Local Governance,"0 1 57 30 S 36 16 30 E IT IS notified for the general information of the public that pursuant to the provisions of Article 189 of the Constitution of Kenya, HASSAN ALI JOHO, sections 6, 34 and 36 of the County Governments Act, and section 26 Cabinet Secretary for Mining, of Intergovernmental Relations Act, Cap.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
208,Governance,Devolution and Local Governance,"Government through the Ministry of Education and the County Government of Mombasa have entered into an Intergovernmental Partnership Agreement dated the 15th January, 2026, on issuance of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
209,Governance,Public Service Delivery,"1742 A copy of the Agreement may be inspected at the offices of: THE LAND REGISTRATION ACT The Ministry of Education, Science and Technology, (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
210,Governance,Devolution and Local Governance,"12715/2514, situate in the Mavoko County Government of Mombasa, Municipality in Mavoko District, by virtue of a certificate of title, P.O.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
211,Governance,Public Service Delivery,1740 THE CONSTITUTION OF KENYA GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
212,Governance,Devolution and Local Governance,1743 THE COUNTY GOVERNMENTS ACT THE LAND REGISTRATION ACT (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
213,Governance,Devolution and Local Governance,"3 of 2012) MAKUENI COUNTY PUBLIC SERVICE BOARD ISSUE OF A PROVISIONAL CERTIFICATE OF TITLE COUNTY GOVERNMENT OF MAKUENI WHEREAS Kiruki Jonathan Mwithimbu, of P.O.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
214,Governance,Public Service Delivery,"Box 61279– 00200, Nairobi in the Republic of Kenya, is registered as proprietor of APPOINTMENT all that piece of land known as L.R.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
215,Governance,Devolution and Local Governance,"63847/1, and whereas sufficient evidence has been adduced to show Constitution, as read together with section 58 (1) (b) and 58A (9) of that the said grant has been lost, notice is given that after the expiration the County Governments Act, Cap.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
216,Governance,Devolution and Local Governance,"265 and upon approval by the of sixty (60) days from the date hereof, I shall issue a new provisional Makueni County Assembly on 10th February 2026, I, Mutula Kilonzo certificate of title provided that no objection has been received within Junior, CBS, Governor, Makueni County, appoint— that period.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
217,Governance,Public Service Delivery,to be members of Makueni County Public Service Board on part- time basis for a non-renewable term of 6 years with effect from the 12th February 2026.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
218,Governance,Devolution and Local Governance,"3 of 2012) MUTULA KILONZO JUNIOR, MR/8099239 Governor, Makueni County ISSUE OF A PROVISIONAL CERTIFICATE WHEREAS Peter Simon Njuguna Wanjiku, as the administrator of the estate of Rebeccah Wanjiku Njuguna (deceased), of P.O.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
219,Governance,Public Service Delivery,Out-Patient Cards and Registers 2015 Radiological Reports/Films (In-patient/Out-Patient) 2015 Prescriptions and Copies 2015 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
220,Governance,Public Service Delivery,"555652 61 7 THE KENYA GAZETTE 13th February, 2026 85391/1, and whereas the land register in respect thereof is lost or GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
221,Governance,Public Service Delivery,"Nairobi/Block 93/480, situate in the city of Nairobi in the Nairobi Area, and whereas sufficient evidence has been adduced to show that the said certificate of lease has been lost, notice is given that after the GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
222,Governance,Public Service Delivery,"Box 21714– 00505, Nairobi in the Republic of Kenya, is registered as proprietor of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
223,Governance,Public Service Delivery,1748 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
224,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 557 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
225,Governance,Public Service Delivery,1755 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
226,Governance,Public Service Delivery,1756 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
227,Governance,Public Service Delivery,"555852 81 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
228,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 559 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
229,Governance,Public Service Delivery,"565062 01 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
230,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 561 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
231,Governance,Public Service Delivery,1787 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
232,Governance,Public Service Delivery,1788 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
233,Governance,Public Service Delivery,"565262 21 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
234,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 563 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
235,Governance,Public Service Delivery,"whereas sufficient evidence has been adduced to show that the said land title deed issued thereof has been lost, notice is given that after the expiration of sixty (60) days from the date hereof, I shall issue a GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
236,Governance,Public Service Delivery,"WHEREAS Lloyd Kirimi Mbaka, is registered as proprietor in absolute ownership interest of all that piece of land situate in the Meru GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
237,Governance,Public Service Delivery,"ISSUE OF A NEW LAND TITLE DEED WHEREAS Ayub Kiriinya Nkanata (ID/13360759), is registered GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
238,Governance,Public Service Delivery,"Mutara/Thome Block I/4219 and 2752 (Mathira), and whereas sufficient evidence has been adduced to show that the said land title GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
239,Governance,Public Service Delivery,"90200, Kitui in the Republic of Kenya, is registered as proprietor in absolute ownership interest of all that piece of land containing 0.341 hectare or thereabouts, situate in the district of Embu, registered under GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
240,Governance,Public Service Delivery,"565462 41 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
241,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 565 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
242,Governance,Public Service Delivery,"565662 61 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
243,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 567 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
244,Governance,Public Service Delivery,"565862 81 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
245,Governance,Public Service Delivery,1846 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
246,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 569 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
247,Governance,Public Service Delivery,"12715/668/16), situate in Mavoko Municipality in Machakos District, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
248,Governance,Public Service Delivery,20557 and whereas sufficient evidence has been adduced to show that the GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
249,Governance,Public Service Delivery,"211204/1, and whereas the land register in respect thereof is lost or destroyed and efforts made to locate the said land register have failed, notice is given GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
250,Governance,Public Service Delivery,"Londiani in the Republic of Kenya, is registered as proprietor in absolute ownership interest of all that piece of land containing 0.20 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
251,Governance,Public Service Delivery,"register in respect thereof is lost or destroyed, and efforts made to 575072 01 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
252,Governance,Public Service Delivery,300) RECONSTRUCTION OF A GREEN CARD GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
253,Governance,Public Service Delivery,300) REGISTRATION OF INSTRUMENT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
254,Governance,Public Service Delivery,"E249 of 2024, has issued grant of letters of administration and certificate of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
255,Governance,Public Service Delivery,"issued earlier to the Abisai Buliba (deceased), has been reported missing or lost, notice is given that after the expiration of thirty (30) days from the date hereof, provided no valid objection has been GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
256,Governance,Public Service Delivery,"575272 21 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
257,Governance,Public Service Delivery,1873 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
258,Governance,Public Service Delivery,"13th February, 2026 THE KENYA GAZETTE 573 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
259,Governance,Public Service Delivery,"106 of 2020, has issued grant of letters of administration and certificate of confirmation of grant in favour of (1) Peninah Njeri Kiunge and (2) Francis Ngugi GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
260,Governance,Public Service Delivery,"grant in favour of (1) Peninah Njeri Kiunge and (2) Francis Ngugi Wacheke, and whereas the said land title deed issued earlier to the Paul Ndungu Kamere (deceased), has been reported missing or lost, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
261,Governance,Public Service Delivery,"grant in favour of (1) Peninah Njeri Kiunge and (2) Francis Ngugi Wacheke, and whereas the said land title deed issued earlier to the Paul Ndungu Kamere (deceased), has been reported missing or lost, notice is given that after the expiration of thirty (30) days from the GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
262,Governance,Public Service Delivery,"106 of 2020, has issued grant of letters of administration and certificate of confirmation of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
263,Governance,Public Service Delivery,"notice is given that after the expiration of thirty (30) days from the 575472 41 7 THE KENYA GAZETTE 13th February, 2026 GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
264,Governance,Public Service Delivery,1880 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
265,Governance,Public Service Delivery,"provided no valid objection has been received within that period, I 13th February, 2026 THE KENYA GAZETTE 575 intend to dispense with the production of the said land title deed and GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
266,Governance,Public Service Delivery,"E70 of 2023, has issued grant of letters of administration to Janet Nduku Musyoka, and whereas Janet Nduku Musyoka has excecuted an GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
267,Governance,Public Service Delivery,"of grant in favour of Lucy Njoki Mugo, and whereas the said Lucy Njoki Mugo has executed an application to be registered as proprietor by transmission in respect of the said piece of land, and whereas the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
268,Governance,Public Service Delivery,"39, and whereas the said title GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
269,Governance,Public Service Delivery,"confirmation of grant to (1) Ireri Kamwati and (2) Nancy Muthoni, and whereas the said Erick Nyaga Peter has executed an application to be registered as proprietor by transmission in respect of the said parcel of land, and whereas the said land title deed issued to Johana Nyaga GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13
270,Governance,Public Service Delivery,60 GAZETTE NOTICE NO.1216 CAUSE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
271,Governance,Public Service Delivery,"[363 364 THE KENYA GAZETTE 30th January, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
272,Governance,Public Service Delivery,"Kittony Manyange Tonui & Co., advocates, for a grant of letters of administration intestate to the estate of Hannah Wanjeri Njenga, late of Muchatha, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
273,Governance,Public Service Delivery,TAKE NOTICE that an application having been made in this court in: *Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
274,Governance,Public Service Delivery,"E21 OF 2025 By (1) Mugweru Mwai and (2) Daniel Mugweru Murimi, both of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
275,Governance,Public Service Delivery,"Box 91, Nairobi in Kenya, the deceased’s daughter and son, respectively, for a grant of letters of administration intestate to the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
276,Governance,Public Service Delivery,"Box 80, Ol Joro Orok in Kenya, the deceased’s sons and daughter, respectively, for a grant of letters of administration intestate to the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
277,Governance,Public Service Delivery,"366 THE KENYA GAZETTE 30th January, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
278,Governance,Public Service Delivery,PROBATE AND ADMINISTRATION TAKE NOTICE that applications having been made in this court in: GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
279,Governance,Public Service Delivery,1230 IN THE HIGH COURT OF KENYA AT MACHAKOS GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
280,Governance,Public Service Delivery,E31 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
281,Governance,Public Service Delivery,"E101 OF 2025 By Miriam Ntapash Kokoi, the deceased’s daughter, for a grant of letters of administration intestate to the estate of Margaret Kokoi GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
282,Governance,Public Service Delivery,"Box 38224–00400, Nairobi in Kenya, the deceased’s widower, for a grant of letters of administration intestate to the estate of Jane Syovinya Kimanzi, late of Pangani, who GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
283,Governance,Public Service Delivery,"a grant of letters of administration intestate to the estate of Lynette Wanjiku Stephen, late of Utawala, who died at Kenyatta National GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
284,Governance,Public Service Delivery,E670 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
285,Governance,Public Service Delivery,E64 OF 2023 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
286,Governance,Public Service Delivery,E256 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
287,Governance,Public Service Delivery,"Box 81–20100, Nakuru in Kenya, the deceased’s sons, for a grant GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
288,Governance,Public Service Delivery,1257 IN THE CHIEF MAGISTRATE’S COURT AT KIAMBU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
289,Governance,Public Service Delivery,E41 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
290,Governance,Public Service Delivery,IN THE CHIEF MAGISTRATE’S COURT AT KIKUYU PROBATE AND ADMINISTRATION TAKE NOTICE that an application having been made in this court GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
291,Governance,Public Service Delivery,"30th January, 2026 THE KENYA GAZETTE 3 73 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
292,Governance,Public Service Delivery,E474 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
293,Governance,Public Service Delivery,1271 IN THE CHIEF MAGISTRATE’S COURT AT NYAHURURU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
294,Governance,Public Service Delivery,TAKE NOTICE that applications having been made in this court in: GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
295,Governance,Public Service Delivery,"Box 625–20300, Nyahururu in Kenya, the deceased’s widow, for a grant of letters of administration intestate to the estate of Wambugu Kiongi Wambugu, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
296,Governance,Public Service Delivery,1273 IN THE CHIEF MAGISTRATE’S COURT AT NYAHURURU GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
297,Governance,Public Service Delivery,E501 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
298,Governance,Public Service Delivery,E230 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
299,Governance,Public Service Delivery,E490 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
300,Governance,Public Service Delivery,E312 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
301,Governance,Public Service Delivery,"30th January, 2026 THE KENYA GAZETTE 3 77 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
