PSA_ID,Domain,English,Kiswahili,Target_Language,Source,Source_URL,Date,Metadata
EDU-00255,Education,"Former Kiambu Member of Parliament and St. John Kanunga alumnus Jude Njomo encouraged learners to make full use of the opportunities available at the school, saying the institution had played a pivotal role in shaping his leadership, professional career and entrepreneurial journey.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,Schools
EDU-00256,Education,"He lauded students for maintaining discipline and resisting negative influences that disrupted learning in some schools, urging them to strive for excellence in academics, leadership, sports and other talents.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,Schools
EDU-00257,Education,Guest speaker Alan Njenga of NIBS Technical College challenged candidates preparing for the KCSE examinations to raise their academic ambitions in order to qualify for competitive university programs.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,Examinations
EDU-00258,Education,"He also called on parents to continue investing in their children’s education, noting that technical and vocational education remains an equally important pathway to employment, innovation and self-reliance.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,General
EDU-00259,Education,"Former principals who attended the ceremony praised the school’s transformation, citing notable improvements in academic performance, discipline, infrastructure development and the overall learning environment.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,Schools
EDU-00260,Education,"The event culminated in the presentation of awards to students who excelled in academics, leadership, sports and other co-curricular activities, with speakers unanimously urging learners to use their knowledge, talents and values to become responsible citizens committed to serving the nation.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/archbishop-anyolo-calls-for-discipline-as-st-john-kanunga-honours-academic-excellence/,2026-07-15,General
EDU-00261,Education,"He said that at KEMRI Kisumu they conducted the tests in turns; for example, they conducted HIV testing during the day while handling COVID – 19 tests at night.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/boost-research-funding-to-effectively-fight-covid-19/,2026-07-15,Examinations
EDU-00262,Education,"The Communications Authority of Kenya (CA) has stepped up efforts to bridge the country’s digital divide through a nationwide computer donation programme targeting learning institutions, with schools in Embu County among the latest beneficiaries.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00263,Education,"Speaking during the handover of computers at Kanyuambora Boys Senior School Friday, Communications Authority Director Steve Ngari said the initiative is part of the authority’s
corporate social responsibility programme, aimed at supporting digital learning and complementing the government’s digital transformation agenda.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00264,Education,“We are distributing computers to over 23 schools across the country through our corporate social responsibility programme.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00265,Education,"In this region, we are covering Embu, Nyeri, Murang’a and Kiambu counties as part of our efforts to bridge the digital gap and support the digitisation of learning institutions,” Ngari said.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,General
EDU-00266,Education,He said equipping schools with modern technology would help learners acquire critical digital skills needed in the contemporary job market.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00267,Education,"At Kanyuambora Boys Senior School in Mbeere North, the donated computers were welcomed as a significant boost to the institution’s digital learning capacity.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00268,Education,"The school Deputy Principal Emilio Njeru said the school has embraced the Competency-Based Education by introducing technical subjects such as electricity, metalwork and woodwork, with Information and Communication Technology (ICT) being a compulsory subject for Grade 10 learners.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00269,Education,"Currently, the school has more than 150 students taking ICT and hopes to acquire additional computers to meet the growing demand for digital learning resources.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00270,Education,"A similar sense of optimism was evident at St. Stephen Karangare Senior School, where Chief Principal Njue Benjamin described the donation as a major milestone for the institution.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00271,Education,"The school, which has a population of 704 students, including 265 Grade 10 learners had previously been operating with only one desktop computer and one laptop for both teachers and students.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Teachers
EDU-00272,Education,"The shortage had posed challenges, particularly for learners undertaking practical ICT lessons and project-based assessments.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,General
EDU-00273,Education,"Njue said the new computers would greatly improve teaching and learning, while also providing teachers with better opportunities for research and lesson preparation.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Teachers
EDU-00274,Education,"He added that the school has recorded significant academic improvement in recent years, with its Kenya Certificate of Secondary Education mean score rising from 4.1 to 6.213 over the last two years.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00275,Education,"As ICT becomes increasingly central to education under the Competency-Based Education, stakeholders say investments in digital infrastructure will play a critical role in preparing learners for future opportunities.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00276,Education,"For schools such as Kanyuambora Boys and St. Stephen Karangare, the computer donation programme represents more than the provision of equipment; it marks a significant step towards greater digital inclusion and enhanced learning outcomes.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ca-boosts-digital-learning-in-embu-schools/,2026-07-15,Schools
EDU-00277,Education,"More than 600 learners at Kaharati Comprehensive School in Murang’a County on Friday joined over one million pupils across Kenya in the National Read Aloud 2026 World Record Attempt, as teachers and education stakeholders called for better-equipped school libraries and curriculum-based reading materials.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00278,Education,"The nationwide initiative, organized by Storymoja Africa and Start A Library Trust, brought together learners from more than 1,000 schools who simultaneously read the same text in an attempt to set a new world record while promoting a culture of reading among children.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Schools
EDU-00279,Education,"While welcoming the initiative, teachers said it has helped build learners’ confidence and nurtured a love for reading.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00280,Education,Ahadi Kenya Trust Executive Director Dr. Stanley Kamau who led the occasion at the school said many public primary schools still lack functional physical libraries denying learners access to quality reading materials that are essential for improving literacy and critical thinking skills.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Schools
EDU-00281,Education,"He called on education stakeholders, the Teachers Service Commission, development partners and well-wishers to support the establishment and equipping of school libraries.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00282,Education,Dr. Kamau also urged donors to provide age-appropriate and Competency-Based Education (CBE) books instead of using school libraries as dumping grounds for outdated and irrelevant publications.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Curriculum
EDU-00283,Education,“We need libraries stocked with books that support the current curriculum and inspire children to read.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Curriculum
EDU-00284,Education,"Learners benefit most when they have access to relevant and engaging reading materials,” He remarked.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,General
EDU-00285,Education,"English teacher at Kaharati Comprehensive School Sarah Makau noted that the Read Aloud programme will improve learners’ reading skills, comprehension and confidence.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00286,Education,She appealed for more investment in school libraries to ensure pupils have regular access to quality books.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Schools
EDU-00287,Education,Makau also called for provision of ICT supported reading materials to help training learners on how to read and comprehend information from various sources.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00288,Education,"The school’s Headteacher, Simon Mwangi, described the initiative as an important step towards nurturing a lifelong reading culture among children, saying strong reading habits are key to better academic performance.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Teachers
EDU-00289,Education,"This year’s National Read Aloud was held under the theme Human-Wildlife Coexistence, with learners reading an excerpt from The Boy and the Lion by Kenyan Maasai game ranger Mike Saitoti.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,General
EDU-00290,Education,"The National Read Aloud campaign seeks to inspire children to embrace reading beyond the classroom while strengthening literacy, comprehension and critical thinking skills.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Schools
EDU-00291,Education,"The event, held simultaneously from 8.30 a.m. on Friday, July 10, 2026, brought together more than one million learners from over 1,000 registered schools in what organizers hope will become the world’s largest coordinated read-aloud.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/call-for-physical-school-libraries-cbe-books-as-learners-join-national-read-aloud/,2026-07-15,Schools
EDU-00292,Education,Education stakeholders and the clergy in Siaya County are calling for moral reflection at the family level in the wake of students’ unrest and arson attacks in learning institutions.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,General
EDU-00293,Education,"Speaking separately in Bondo and Siaya sub-counties, the stakeholders, among them Senior Government officials and church leaders, said lack of parental guidance at home was to blame for the indiscipline that some of the students exhibited in school.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Schools
EDU-00294,Education,"Addressing students and parents at Mbeka Girls’ Secondary School, Bondo Sub County Director of Education Alfred Moiba challenged parents not to abdicate their responsibility of disciplining their children, regretting that they had been forced to close down six schools in the region due to unrest.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Schools
EDU-00295,Education,He however praised Mbeka Girls’ Secondary School for remaining calm during the turbulent season.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Schools
EDU-00296,Education,"A senior ministry of tourism official,  John Kipkorir Chumo, said the public must not shift blame to teachers when students are undisciplined.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Teachers
EDU-00297,Education,"On their part, Siaya church leaders led by Archbishop James Opiyo Anyango also condemned the destruction of property and recent loss of lives in schools, saying that the tragic incident at Utumishi Academy must never recur.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Schools
EDU-00298,Education,The clergymen urged parents to utilize the half-term break to have candid discussions with their children and advised students to seek alternative ways of addressing grievances instead of resorting to violence.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,General
EDU-00299,Education,"Bishop Wilfred Amolo challenged the narrative that teachers are solely responsible for student morality, noting that while parents struggle to manage a few children, teachers are unfairly expected to handle hundreds simultaneously.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/calls-for-moral-reflection-at-the-family-level/,2026-07-15,Teachers
EDU-00300,Education,"Acting Chief Executive Officer of the Centre for Mathematics, Science, and Technology Education in Africa (CEMASTEA), Gladys Masai, has called for continuous professional development for teachers to equip them with the knowledge, skills, and innovative teaching approaches needed to prepare learners for emerging technological trends.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00301,Education,"Speaking during the ongoing 9th African School of Fundamental Physics and Applications (ASP2026), the CEO said investing in teachers remains one of the most effective ways of improving the quality of science education and preparing the next generation of scientists, engineers, and innovators.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00302,Education,The CEO said continuous professional development for teachers is essential to achieving quality teaching and learning in schools.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00303,Education,"It is essential for maintaining high-quality teaching and learning,” said Ms. Masai.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,General
EDU-00304,Education,"It provides the foundation for engineering, medicine, information technology, energy systems, space science and many other fields that drive economic and social development,” Ms. Masai
She, however, said that teaching the subject presents significant challenges, as many learners perceive physics as abstract, mathematical, and difficult to relate to everyday life.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,General
EDU-00305,Education,"Ms. Masai added that rapid scientific discoveries, technological innovations, and emerging pedagogical approaches require teachers to continuously update both their subject knowledge and classroom practices.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00306,Education,"According to the CEO, continuous professional development enables physics teachers to deepen their understanding of complex concepts, improve pedagogy, address learner misconceptions, integrate digital technologies into classroom instruction, strengthen assessment practices and inspire more learners to pursue careers in science, technology, engineering and mathematics (STEM).",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00307,Education,"She commended CEMASTEA for spearheading programmes including in-service education and training (INSET), saying it has strengthened Science, Technology, Engineering, and Mathematics (STEM) education in Kenya.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00308,Education,"“We seek to support teachers in creating learning environments where learners actively construct understanding, investigate phenomena and apply knowledge to solve problems,” Ms. Masai said.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00309,Education,"She added that the professional development programmes offered by the institution are designed to transform classroom practice by promoting learner-centred instruction that actively engages students in constructing knowledge, investigating scientific phenomena, and solving real-world problems.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Schools
EDU-00310,Education,"The CEO said CEMASTEA’s professional development programmes also promote inquiry-based and problem-solving approaches; hands-on laboratory investigations and demonstrations; the effective use of virtual laboratories, simulations, and digital technologies; and the implementation of the competency-based curriculum.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Curriculum
EDU-00311,Education,"She encouraged teachers to actively participate in the programme so they can effectively implement the approaches in their classrooms and cascade the knowledge and skills acquired to their colleagues, who will in turn transfer them to learners in their respective schools.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00312,Education,"Throughout the programme the teachers engaged in hands-on activities, experiments, demonstrations, simulations, and collaborative lesson design.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00313,Education,This enables them to experience effective teaching approaches from a learner’s perspective before applying them in their own classrooms.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Schools
EDU-00314,Education,"They are also reflected in classroom practice by analysing classroom challenges, sharing experiences with colleagues, and identifying practical solutions to improve learner engagement and academic achievement.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Schools
EDU-00315,Education,"“Teachers are supported to implement new approaches in their classrooms, evaluate their effectiveness, and refine their practice based on evidence and reflection,” said the CEO.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00316,Education,"To promote equitable learning opportunities for all learners, the CEO said the institution has expanded the use of virtual laboratories and computer-based simulations.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,General
EDU-00317,Education,"“These digital tools enable teachers and learners to visualise abstract physics concepts, conduct investigations that may be difficult to perform in conventional school laboratories, and extend learning beyond the physical classroom while complementing practical laboratory experiences,” she said.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00318,Education,"The CEO noted that mentoring, collaboration, and professional learning communities remain central to sustaining teacher growth, enabling educators to continue learning from one another even after formal training programmes.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00319,Education,"She said through such trainings, teachers are increasingly helping learners connect classroom concepts with real-life situations and emerging technological developments, making physics more relevant and stimulating greater interest in STEM studies and careers.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00320,Education,"As physics education continues to evolve, the CEO said learners must be prepared for emerging fields such as artificial intelligence, renewable energy technologies, quantum science, advanced manufacturing, space exploration, and data science.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,General
EDU-00321,Education,She noted that preparing learners for these opportunities begins with preparing their teachers.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00322,Education,"“When teachers are empowered with strong content knowledge, effective pedagogy, and appropriate technologies, they are better able to inspire learners, improve achievement, and nurture future scientists, engineers, and innovators,” the CEO said.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00323,Education,"The CEO called for stronger collaboration among schools, universities, research institutions, governments and international partners to strengthen physics education and ensure teachers remain equipped to respond to rapidly changing scientific and technological landscapes.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers
EDU-00324,Education,"Acting Chief Executive Officer of the Centre for Mathematics, Science and Technology Education in Africa (CEMASTEA), Gladys Masai, has urged stakeholders to invest more in research and teacher training to inspire more young people to pursue Physics and other Science, Technology, Engineering and Mathematics (STEM) related subjects.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00325,Education,"Ms. Masai said strengthening research and building the capacity of teachers are essential to nurturing the next generation of innovators, as it will ensure the country’s long-term scientific and technological growth.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00326,Education,The CEMASTEA acting CEO noted that investing in educators and research will further help equip learners with the knowledge and skills needed to drive national development.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00327,Education,"“The future of scientific advancement depends not only on groundbreaking research but also on inspiring young people and equipping teachers with the knowledge, skills and confidence needed to nurture the next generation of scientists, engineers and innovators,” she stressed.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00328,Education,"Speaking during the official opening of the 9th Biennial African School of Fundamental Physics and Applications (ASP2026) at CEMASTEA in Karen, Nairobi, Ms. Masai underscored the critical role Physics plays in driving the country’s sustainable development.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00329,Education,"She said Physics has helped many educators, researchers, students, innovators and leading scientists to understand the world better, as it has enabled them to develop sustainable solutions that address global challenges in energy, healthcare, climate change, communication technologies and industrial development.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00330,Education,She commended CEMASTEA for being in the forefront in enhancing quality training and learning in STEM.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00331,Education,"“Our mandate at CEMASTEA is to enhance the quality of teaching and learning in mathematics, science and technology education.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00332,Education,"We are therefore honoured to host a programme that strengthens Physics education, scientific inquiry, innovation and collaboration across continents,” she said.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00333,Education,"The week-long programme, running from July 6 to 11, brings together approximately 65 undergraduate and postgraduate Physics students from universities across Africa and beyond, more than 50 lecturers, researchers and scientists from leading institutions worldwide, and 80 secondary school Physics teachers.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00334,Education,"Ms. Masai said the diversity of participants created a unique learning environment that would promote knowledge exchange, mentorship and collaboration among educators, researchers and students.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00335,Education,"She said participants will have the privilege to attend lectures and practical sessions conducted by distinguished physicists and researchers from CEMASTEA, the University of Nairobi and other renowned international universities and research institutions.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00336,Education,"According to the planners, the training sessions will be held at CEMASTEA, Karen, while other sessions will be taking place at the University of Nairobi’s Chiromo Campus.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00337,Education,"While the teachers’ programme will conclude on 11th July 2026, the university students’ programme will continue into a second week, providing additional opportunities for advanced learning, research engagement and interaction with international experts.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers
EDU-00338,Education,"As part of the programme, a STEM Outreach Initiative will be undertaken from 13th to 16th July 2026 at Oloolaiser High School, Machakos Girls High School, Kiambu High School and Moi Girls School Nairobi.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00339,Education,The STEM outreach activities will be conducted by a team of up to 20 experts comprising CEMASTEA staff and Physics lecturers drawn from local and international universities participating in the African School of Physics.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00340,Education,"Experts will engage learners through interactive demonstrations, hands-on activities and discussions designed to enhance understanding and appreciation of Physics and STEM disciplines.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,General
EDU-00341,Education,"The outreach programme will target Grade 10 learners pursuing the STEM pathway as well as Forms Three and Four students studying Physics, with each participating school expected to reach more than 200 learners.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00342,Education,"Masai commended the University of Nairobi, the African School of Physics organisers, partner institutions and other stakeholders for their collaboration in making the programme possible, adding that their commitment to advancing Physics education and scientific excellence was commendable.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00343,Education,"The African School of Physics 2026 is expected to strengthen partnerships among secondary schools, universities, research institutions and government agencies while reinforcing Kenya’s position as a regional hub for scientific collaboration, innovation and excellence in STEM education.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Schools
EDU-00344,Education,Some 16 students at Kapenguria Boys High School in West Pokot County are under investigations in connection with the fire that destroyed an equipment store and part of the school library.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools
EDU-00345,Education,and midnight while students were in their dormitories.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,General
EDU-00346,Education,"Security personnel manning the school were the first to notice smoke billowing from the store, which housed solar equipment, before the flames spread and damaged part of the school’s library.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools
EDU-00347,Education,"Following the incident, the school was closed to pave way for investigations, with students having been sent home as detectives gathered evidence.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools
EDU-00348,Education,Learning resumed later after conclusion of investigations.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,General
EDU-00349,Education,"Before reopening, however, parents were instructed to clear the remaining school fees and pay an additional Sh11,270 per student.",,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools
EDU-00350,Education,On the night of July 10 detectives from the DCI visited the school and arrested 16 students suspected of involvement in the fire.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools
EDU-00351,Education,The students were later released to their parents as investigations continues.,,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,General
