"PSA_Id","Domain","Class","English","Kiswahili","Ekegusii","Dholuo","Somali","Source","Date","Metadata","English_original"
"173","Agriculture","PSA","Kenya aims to increase coffee production to 150,000 metric tonnes by 2028, encouraging farmers to participate in reforms and investments to enhance their earnings and market access.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-targets-150000-metric-tonnes-of-coffee-by-2028/","2026-07-14","scraped:Kilimo News - Policy","Kenya Targets 150,000 Metric Tonnes of Coffee by 2028. Home»Agriculture Policy»Kenya Targets 150,000 Metric Tonnes of Coffee by 2028 By Kimuri Mwangi Kenya has set an ambitious target of increasing coffee production to 150,000 metric tonnes by 2028, surpassing the country's historical peak output, as the government accelerates reforms and investments to revitalise the sector and improve farmers' earnings. Principal Secretary for the State Department for Cooperatives Patrick Kilemi said the government is determined to elevate Kenya's standing in the global coffee industry through increased production, stronger cooperative societies, improved governance and enhanced market access. Speaking during the East Africa Coffee Markets and Conference (EACMC) Breakfast Meeting in Nairobi, Kilemi said Kenya must move beyond being a minor player in the international coffee trade and become a leading reference point in global coffee markets. ""On the global coffee map, we do not want to be a dot; we want to be a number that will be referenced,"" Kilemi said, noting that countries such as Ethiopia and Uganda have established strong positions in coffee exports within Africa. He said the government's production target of 150,000 metric tonnes by 2028 reflects a broader strategy to restore the sector's growth trajectory and strengthen Kenya's competitiveness in international markets. To support the expansion, Kilemi said the government is scaling up interventions across the coffee value chain, in"
"174","Agriculture","PSA","Over 1,000 cotton farmers in Yatta Sub-County have received pesticides and modern sprayers to enhance cotton production. Farmers should utilize these resources to improve yields and manage pests effectively.","","","","","https://kilimonews.co.ke/agriculture-policy/yatta-cotton-farmers-receive-pesticides-and-modern-sprayers/","2026-07-14","scraped:Kilimo News - Policy","Yatta Cotton Farmers Receive Pesticides and Modern Sprayers. Home»Agriculture Policy»Yatta Cotton Farmers Receive Pesticides and Modern Sprayers More than 1,000 cotton farmers in Ndalani and neighbouring areas of Yatta Sub-County in Machakos County have received pesticides and modern spraying machines under a government-backed initiative aimed at increasing the production of climate-resilient crops in the semi-arid region. The support, facilitated through the Agriculture and Food Authority (AFA), benefited farmers from the Ndalani, Kisiiki, Kiwanzani, Nthungululu, Mbembani, Kivingoni and Kakongo clusters. The programme is designed to reduce production costs, strengthen pest management and improve cotton yields in an area where the crop has emerged as a dependable source of income due to its resilience to harsh climatic conditions. Speaking during the distribution exercise, Francis Kilango, Director of the National Cotton Growers Union and Chairman of the Ndalani Cotton Farmers Cooperative Society, called on leaders to invest in climate-smart agriculture as a way of improving livelihoods in the region. ""Leaders, whether elected or aspiring, should support farmers to embrace resilient crops such as cotton and sunflower. These crops perform well even in areas with unreliable rainfall and offer better returns to farmers,"" said Kilango. He said cotton has become a key economic driver for thousands of households across Yatta, offering farmers a reliable source of income even during"
"175","Agriculture","PSA","The 4K Club program is actively nurturing young agricultural professionals in Kenya. Schools are encouraged to participate and foster innovative farming skills among students.","","","","","https://kilimonews.co.ke/agriculture-policy/4k-clubs-inspire-a-new-generation-of-kenyan-farmers/","2026-07-14","scraped:Kilimo News - Policy","4K Clubs Inspire a New Generation of Kenyan Farmers. Home»Agriculture Policy»4K Clubs Inspire a New Generation of Kenyan Farmers By Kimuri Mwangi Young learners from 10 primary schools took centre stage at Egerton University's main campus during a 4K Club Farmers Field Day, demonstrating agricultural knowledge and practical farming skills that stakeholders say are critical to securing Kenya's future food systems and nurturing a new generation of agribusiness professionals. The event, held on June 5, 2026, was the result of a partnership by the Ministry of Agriculture and Livestock Development, aak-GROW (CropLife Kenya), Egerton University and other partners to support the growing impact of the 4K Club programme (Kuungana, Kufanya, Kusaidia Kenya), which seeks to instil agricultural knowledge, innovation and entrepreneurship among young people from an early age. At the heart of the field day were the students themselves. Having been allocated plots at Egerton University, the learners planted, managed and monitored a variety of crops, applying recommended agronomic practices under the guidance of agricultural experts and mentors. During the event, they confidently explained the farming methods they used, the challenges they encountered and the lessons they learned throughout the growing season. The practical exposure transformed the students from passive learners into knowledgeable young farmers capable of discussing crop management, food production, environmental stewardship a"
"176","Agriculture","PSA","Kenya is implementing the National Agroecology Strategy for Food System Transformation (2024–2033). Stakeholders are urged to strengthen monitoring systems for sustainable results.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-enhances-policy-monitoring-to-accelerate-sustainable-agriculture-transformation/","2026-07-14","scraped:Kilimo News - Policy","Kenya Enhances Policy Monitoring to Accelerate Sustainable Agriculture Transformation. Home»Agriculture Policy»Kenya Enhances Policy Monitoring to Accelerate Sustainable Agriculture Transformation By Kimuri Mwangi Kenya is intensifying efforts to transform its agricultural sector through the implementation of the National Agroecology Strategy for Food System Transformation (2024–2033), with stakeholders now focusing on strengthening monitoring systems to ensure the policy delivers sustainable results. This renewed push was highlighted during a high-level training held in Nairobi from May 12 to 15, 2026, organized by the Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA) under its Comprehensive Africa Agriculture Development Programme ex-Pillar IV (CAADP-XP4) project, funded by the European Union and managed by IFAD. The training brought together government officials, policymakers, researchers, county representatives, farmer organizations, non-governmental organizations, and policy think tanks to build capacity in applying the ASARECA Policy Manager Tool for the joint analysis and monitoring of Kenya's newly developed agroecology strategy. ASARECA, an intergovernmental organization representing 15 member countries in Eastern and Central Africa, is mandated to coordinate agricultural research for development initiatives aimed at improving productivity, resilience, and sustainable agricultural production across the region. Its strategic f"
"177","Agriculture","PSA","Farmers are encouraged to participate in the upcoming initiatives aimed at boosting crop production, with a target of 2,118,000 tons in the 2026/2027 agricultural year.","","","","","https://kilimonews.co.ke/agriculture-policy/cashew-nuts-lead-as-tanzanias-commercial-crop-output-hits-1-6-million-tons/","2026-07-14","scraped:Kilimo News - Policy","Cashew nuts lead as Tanzania's Commercial Crop Output Hits 1.6 Million Tons. Home»Agriculture Policy»Cashew nuts lead as Tanzania's Commercial Crop Output Hits 1.6 Million Tons The production of commercial crops in Tanzania has continued to improve, reaching 1,599,945.66 tonnes in the 2025/2026 agricultural year, equivalent to 71.9 percent. This marks a 10.0 percent increase compared to the 1,451,694.11 tonnes produced in the 2024/2025 agricultural year. These figures were presented by the Minister of Agriculture, Hon. Daniel Chongolo (MP), while delivering the Ministry's Revenue and Expenditure Estimates speech for the 2026/2027 financial year on April 28, 2026, in Dodoma. Hon. Chongolo explained that production of various crops has shown a positive trend, with cashew nuts leading at 617,683.77 tonnes, cotton at 222,014 tonnes, and pyrethrum at 2,780 tonnes. Additionally, coffee production reached 74,663.60 tonnes, tobacco 185,776 tonnes, and tea 11,631.48 tonnes. Other crops included sisal at 64,321.77 tonnes, sugarcane at 410,979.04 tonnes, and cocoa at 10,096 tonnes. While outlining plans to boost production further, Hon. Chongolo said the Ministry aims to increase output from 1,599,945.66 tonnes in 2025/2026 to 2,118,000 tonnes in the 2026/2027 agricultural year. By Kimuri Mwangi Kenya has set an ambitious target of increasing coffee production to 150,000 Tanzania Agriculture Minister Daniel Chongolo has announced that the government is in the final stages By Henry Kinyu"
"178","Agriculture","PSA","Farmers and cooperative leaders are urged to report corruption and malpractice in cooperatives to the new specialized police desks being established by the Tanzanian government.","","","","","https://kilimonews.co.ke/agriculture-policy/tanzania-launches-integrity-campaign-to-clean-up-cooperative-sector/","2026-07-14","scraped:Kilimo News - Policy","Tanzania Launches Integrity Campaign to Clean Up Cooperative Sector. Home»Agriculture Policy»Tanzania Launches Integrity Campaign to Clean Up Cooperative Sector Tanzania Agriculture Minister Daniel Chongolo has announced that the government is in the final stages of establishing a collaborative framework with the Prevention and Combating of Corruption Bureau (PCCB) and the Ministry of Home Affairs to set up specialized police desks dedicated to handling cooperative society matters across the country. Speaking in Dodoma, during the launch of the ""Protect Cooperatives, Choose Integrity"" campaign, Chongolo said the initiative is aimed at strengthening accountability, curbing corruption and embezzlement, and ensuring that those involved in malpractice face legal action without favouritism. He stressed that the government will not tolerate leaders of cooperative societies who misuse members' resources, citing the case of Sikonge AMCOS, which lost more than Sh1.2 billion due to financial mismanagement. He also condemned fraudulent practices in crop purchasing, including the manipulation of weighing scales. Chongolo noted that the cooperative sector contributes more than Sh6 trillion to the economy, underscoring the need for robust management systems to safeguard members' interests and promote farmers' economic growth. ""The government will not allow a few dishonest individuals to sabotage the cooperative movement, which remains a vital pillar of farmers' economic empowerment,"" he sa"
"179","Agriculture","PSA","Farmers and agribusiness stakeholders in Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, and Mombasa are encouraged to engage in public participation regarding food taxes affecting their operations.","","","","","https://kilimonews.co.ke/agriculture-policy/survey-exposes-burdensome-food-taxes-across-six-kenyan-counties/","2026-07-14","scraped:Kilimo News - Policy","Survey Exposes Burdensome Food Taxes Across Six Kenyan Counties. Home»Agriculture Policy»Survey Exposes Burdensome Food Taxes Across Six Kenyan Counties By Kimuri Mwangi A survey conducted by the Global Alliance for Improved Nutrition (GAIN) in partnership with Agile Consulting has revealed a fragmented and often burdensome system of taxes and levies imposed on food across six counties in Kiambu, Machakos, Nakuru, Nyandarua, Nairobi, and Mombasa. Focusing on key value chains including vegetables such as kales, spinach, tomatoes, onions, carrots, avocado, Irish potatoes, garden peas, dairy, poultry, as well as fruits and other perishable produce, the study draws on key informant interviews (KIIs), focus group discussions (FGDs), desk reviews and field observations. It captures perspectives from county government officials in agriculture, trade, finance, and health/nutrition, alongside farmers' and traders' associations, transporters, and consumers. The central objective was not only to identify the various taxes and levies, but also to assess their real-world impact on food affordability, business operations and governance systems. The survey points to weak public participation structures, despite provisions under the County Finance Acts. Engagement processes are described as poorly structured and inconsistently implemented, with forums often combining multiple sectors, thereby limiting meaningful input from agriculture stakeholders. In addition, many participants lack a techn"
"180","Agriculture","PSA","Kenya aims for a 125% growth in the pig value chain by 2030. Farmers and investors are encouraged to explore opportunities in this rapidly growing sector.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-targets-125-growth-in-pig-value-chain-by-2030/","2026-07-14","scraped:Kilimo News - Policy","Kenya Targets 125% Growth in Pig Value Chain by 2030. Home»Agriculture Policy»Kenya Targets 125% Growth in Pig Value Chain by 2030 Kenya has stepped up efforts to transform its pig value chain, with the government projecting a 125 per cent growth by 2030 as it moves to address production gaps, high feed costs, weak market systems and other structural challenges affecting the livestock sector. Speaking at the National Stakeholders' Sensitisation Forum for the Pig Value Chain, Principal Secretary for Livestock Development, Jonathan Mueke, said the sector presents significant opportunities for investment and growth within the country's agricultural economy. ""The pig industry is one of the fastest-growing livestock value chains in our country,"" Mueke said, noting that Kenya's pig population currently stands at approximately 981,182. He said annual pork demand in 2025 was estimated at 38,500 metric tonnes against a production level of 23,000 metric tonnes, with the sector valued at about Sh20 billion. However, per capita consumption remains low at 0.4 kilograms compared to the global average of 0.8 kilograms. Mueke said demand projections indicate consumption could rise by as much as 125 percent by 2030, describing the current figures as evidence of an under-realised opportunity. ""These numbers tell a clear story; pork presents a significant under realized opportunity. The pig value chain contributes directly to household incomes and employment, especially for smallholder farmers"
"181","Agriculture","PSA","The Agriculture and Food Authority (AFA) is conducting a crackdown on unlicensed macadamia dealers across 14 counties. All traders must register and obtain licenses to avoid legal action.","","","","","https://kilimonews.co.ke/agriculture-policy/afa-targets-rogue-traders-in-nationwide-macadamia-crackdown/","2026-07-14","scraped:Kilimo News - Policy","AFA Targets Rogue Traders in Nationwide Macadamia Crackdown. Home»Agriculture Policy»AFA Targets Rogue Traders in Nationwide Macadamia Crackdown The Agriculture and Food Authority (AFA) has intensified a crackdown on unlicensed macadamia dealers and processors across 14 counties, in a move aimed at protecting farmers, safeguarding quality, and curbing the rising theft of immature nuts from farms. The enforcement drive follows concerns from government officials over increasing malpractices within the sub-sector, particularly during the peak harvesting season. Speaking to journalists after an operation in Kiganjo, Gatundu South in Kiambu County, where one unlicensed dealer was arrested, AFA Deputy Director in the Nuts and Oil Crops Directorate, Patrick Kirimi, said those found flouting regulations will face legal action. He noted that the multi-county operation is ongoing and targets illegal activities that undermine both farmers' earnings and the integrity of Kenya's macadamia industry. ""We are currently enforcing the crops, nuts and oil crops regulations of 2020, specifically in the field of macadamia because this is the peak period for the harvesting of macadamia, and it has been reported that there are malpractices that are going on in the counties,"" he said. Kirimi explained that all traders are required to register with the authority and obtain licenses, warning that the sector has been infiltrated by unscrupulous actors operating outside the law. ""We want to maintain our"
"182","Agriculture","PSA","The Somalia Agriculture Sector Coordination Mechanism has been launched to enhance agricultural production and food security. Stakeholders are encouraged to engage with the new platform for collaboration.","","","","","https://kilimonews.co.ke/agriculture-policy/somalia-inaugurates-government-led-agriculture-coordination-platform/","2026-07-14","scraped:Kilimo News - Policy","Somalia Inaugurates Government-Led Agriculture Coordination Platform. Home»Agriculture Policy»Somalia Inaugurates Government-Led Agriculture Coordination Platform The Somalia Federal Ministry of Agriculture and Irrigation (MoAI), in partnership with the Food and Agriculture Organization (FAO) and the World Food Programme (WFP), officially launched the Somalia Agriculture Sector Coordination (ASC) Mechanism at a high-level event held at the RA International Hotel in Mogadishu. The launch marks the formal inauguration and operationalization of the government-led coordination platform, securing high-level endorsement and broad stakeholder commitment. Participants approved the governance structure and operational framework, endorsed the implementation roadmap, and agreed on immediate next steps, signalling what officials described as a strong national commitment to transforming the agriculture sector. Deputy Prime Minister H.E. Salah Ahmed Jama presided over the official launch, commending the Ministry of Agriculture and Irrigation, alongside FAO and WFP, for establishing the mechanism. ""This initiative, which brings together productive-sector ministries, government agencies, and international partners, will align our collective efforts to strengthen agricultural production and enhance food security through a unified national framework for advancing Somalia's agriculture sector. It will boost production, improve farmers' livelihoods, and build resilience to drought and climate ch"
"183","Agriculture","PSA","The Ethiopian Institute of Agricultural Research has released ten improved seed varieties to boost crop yields for maize, wheat, barley, potato, and coffee. Farmers are encouraged to adopt these seeds for better productivity.","","","","","https://kilimonews.co.ke/agriculture-policy/ethiopia-boosts-crop-yields-with-release-of-improved-seeds/","2026-07-14","scraped:Kilimo News - Policy","Ethiopia Boosts Crop Yields with Release of Improved Seeds. Home»Agriculture Policy»Ethiopia Boosts Crop Yields with Release of Improved Seeds The Ethiopian Institute of Agricultural Research (EIAR) has announced the release of improved seed varieties aimed at significantly boosting crop yields across the country, underscoring its central role in advancing agricultural productivity. EIAR Director General Prof. Nigussie Dechassa highlighted the institute's efforts in developing and disseminating improved hybrid seeds, noting that sustained research has been focused on key staple and cash crops, including maize, wheat, barley, potato, and coffee. Prof. Nigussie emphasized that the institute's work is delivering tangible results in farm productivity. ""These improved seeds have been instrumental in increasing yields per hectare,"" he said. He pointed to maize as a clear example of the gains achieved, with yields rising from 45 quintals per hectare to between 80 and 90 quintals when farmers adopt EIAR's hybrid varieties. Comparable progress has been recorded in wheat production. The seeds currently in use nationwide were developed by the institute, and with ten improved varieties now available, average yields have climbed to 36 quintals per hectare, with peak outputs reaching 80 quintals, up from 14–15 quintals two decades ago. In the barley subsector, EIAR has released twelve hybrid varieties, helping to meet domestic demand for malt and reduce the country's dependence on imports."
"184","Agriculture","PSA","The Animal Identification and Traceability Bill (ANITRAC) will launch fully next month, enhancing animal health management and market access for farmers. Prepare for the transition to digital tagging.","","","","","https://kilimonews.co.ke/agriculture-policy/proposed-anitrac-law-to-digitize-animal-identification-and-boost-farmer-returns/","2026-07-14","scraped:Kilimo News - Policy","Proposed ANITRAC Law to Digitize Animal Identification and Boost Farmer Returns. Home»Agriculture Policy»Proposed ANITRAC Law to Digitize Animal Identification and Boost Farmer Returns The Kenyan government has introduced the Animal Identification and Traceability Bill (ANITRAC, 2026), a proposed law aimed at expanding Kenya's share in regional and international markets for animal products. According to the Deputy Director of Veterinary Services at the Ministry of Agriculture, Livestock and Fisheries, Dr Jane Njuguna, the legislation is expected to unlock market opportunities by driving a transition to a data-driven livestock economy anchored on technology, youth empowerment and adherence to strict international standards. Dr Njuguna said the system is designed to curb cattle theft and enhance animal health management through the use of microchipped tags. Once scanned, the tags will provide key data, including the owner's name, the animal's weight, date of birth, production levels for milk, meat or eggs, and vaccination records. ANITRAC, developed by the Ministry of Agriculture, is a digital platform that tracks animals from birth to slaughter. Although its pilot phase was launched on May 22, 2025, full implementation is scheduled for next month. The initiative includes a 50,000-head cattle pilot project in Laikipia. The system, which uses RFID technology, is expected to help curb theft, monitor animal health and improve food safety by tracking animal movements and linking th"
"185","Agriculture","PSA","Farmers are urged to increase productivity by extending working hours and adopting technology to improve yields. Embrace innovative practices for better food security and market access.","","","","","https://kilimonews.co.ke/agriculture-policy/hichilema-rallies-farmers-to-work-longer-and-embrace-technology-for-higher-yields/","2026-07-14","scraped:Kilimo News - Policy","Hichilema Rallies Farmers to Work Longer and Embrace Technology for Higher Yields. Home»Agriculture Policy»Hichilema Rallies Farmers to Work Longer and Embrace Technology for Higher Yields President Hakainde Hichilema has urged farmers to increase productivity by extending working hours, describing the move as critical to achieving Zambia's targets of producing 10 million tonnes of maize, 1 million tonnes of wheat, and 1 million tonnes of soybean. He said higher productivity would enhance household food security, generate surplus for urban markets and boost exports to neighbouring countries. Speaking during the opening of the Seed Co National Field Day, President Hichilema noted that Zambia has the potential to become the region's food basket if farmers adopt innovative and sustainable practices. ""There is no reason why with the technology available, connectivity, digital platforms, applications and the advancement in education, we should be producing less than 2 tonnes per hectare of maize,"" the President said. He also underscored the importance of structured marketing and off-take systems, adding that the government is working to ensure farmers have access to reliable markets, including export opportunities to the Democratic Republic of Congo. The Head of State further announced that tackling crime in the agriculture sector remains a priority, with plans to introduce stricter penalties. ""I am pushing legislation to have stiffer punishment for those who sell fake agricultura"
"186","Agriculture","PSA","The avocado harvesting season for export starts April 2, 2026. Exporters must apply for packhouse inspection at least three days before shipment and submit HPMA lists by March 30, 2026.","","","","","https://kilimonews.co.ke/agriculture-policy/avocado-harvest-for-export-set-to-begin-next-month/","2026-07-14","scraped:Kilimo News - Policy","Avocado Harvest for Export Set to Begin Next Month. Home»Agriculture Policy»Avocado Harvest for Export Set to Begin Next Month The Agriculture and Food Authority (AFA) has announced the opening of the avocado harvesting season for export by sea shipment beginning April 2, 2026, following an improvement in fruit maturity across key production zones. In a notice issued by Acting Director General Calistus Kundu, the Authority said it had earlier extended restrictions on harvesting after a field survey conducted between March 1 and 6, 2026, found that maturity indices and volumes were insufficient to support export. A subsequent assessment has, however, indicated progress, prompting the Authority to allow harvesting for sea export under strict regulatory conditions. All fresh export produce will be subject to packhouse inspection from April 7, 2026, and exporters are required to apply for inspection at least three days before shipment. Exporters have also been directed to submit a list of their duly registered Horticultural Produce Marketing Agents (HPMA) or suppliers by March 30, 2026. The Authority further clarified that harvesting of avocados for oil processing will begin on April 30, 2026, citing the need for higher maturity indices for such produce. To enforce quality standards, AFA has reiterated that harvested avocados must be transported in crates. Exporters or their agents found transporting or receiving the produce without crates, or using open pick-up trucks or Probox"
"187","Agriculture","PSA","Farmers are encouraged to grow oilseed crops like soybean and sunflower to reduce dependence on imported edible oils. For support and resources, contact your local agricultural office.","","","","","https://kilimonews.co.ke/agriculture-policy/kenya-pushes-oil-seed-farming-to-reduce-ksh-500-billion-food-import-bill/","2026-07-14","scraped:Kilimo News - Policy","Kenya Pushes Oil seed Farming to Reduce KSh 500 Billion Food Import Bill. Home»Agriculture Policy»Kenya Pushes Oil seed Farming to Reduce KSh 500 Billion Food Import Bill By Kimuri Mwangi The government is intensifying efforts to promote the cultivation of oilseed crops such as soybean and sunflower as part of a broader strategy to increase agricultural productivity, encourage youth participation in farming and reduce the country's reliance on imported edible oils. Kenya consumes about 600,000Mt of edible oils annually, where over 90–95% of this demand is met through imports, costing the country more than KSh 145B in 2022 alone. Speaking during the opening of the Kilimo Biashara Expo 2026 at the Kenya Agricultural and Livestock Research Organisation (KALRO) Seeds headquarters in Thika, Agriculture Cabinet Secretary Mutahi Kagwe said the government is working to ensure that agricultural research and innovation reach farmers directly to improve productivity and strengthen food independence. Kagwe said scientists at KALRO are developing new crop varieties that are adapted to climate change while also improving yields per unit of land. He emphasized that modern farming technologies can enable farmers to produce more using smaller pieces of land, making agriculture a viable commercial activity, especially for young people. ""The idea here is to try and increase productivity and encourage farmers, particularly young farmers, to see that you do not need a lot of land to make some ser"
"188","Agriculture","PSA","The Coffee Act 2023 has been enacted, establishing the Coffee Board of Kenya as the primary regulator for the coffee sector. All stakeholders should familiarize themselves with the new structure and regulations.","","","","","https://kilimonews.co.ke/agriculture-policy/the-return-of-the-coffee-board-of-kenya-as-the-coffee-act-2023-becomes-law/","2026-07-14","scraped:Kilimo News - Policy","The return of the Coffee Board of Kenya as the Coffee Act 2023 becomes law. Home»Agriculture Policy»The return of the Coffee Board of Kenya as the Coffee Act 2023 becomes law By Henry Kinyua If laws were coffee varieties, the Coffee Act 2023 would be the sector's new high-yield hybrid designed to fix weaknesses of the past while improving productivity across the entire value chain. Recently assented into law, the Act represents the most comprehensive legal overhaul of Kenya's coffee sector in decades, replacing the previous framework that relied on subsidiary regulations under the Crops Act of 2013. Under the earlier system, coffee was governed largely through Legal Notice 102 of 2019, administered by the Agriculture and Food Authority (AFA) through the Coffee Directorate. The new law elevates coffee governance into a standalone Act of Parliament, consolidating regulation of production, marketing, research, finance, and dispute resolution into one comprehensive framework structured across twelve Parts. One of the most significant reforms is the creation of two independent statutory institutions dedicated exclusively to coffee. The Coffee Board of Kenya replaces the AFA Coffee Directorate as the sector's primary regulator, giving coffee its own dedicated oversight body rather than sharing governance with multiple crops. The Board operates as a full corporate entity with its own board of directors, chief executive officer, budget, and audit responsibilities. Alongside it, the A"
"189","Agriculture","PSA","Stakeholders in Ecological Organic Agriculture are invited to utilize 100 acres of land allocated in Dodoma for organic farming activities.","","","","","https://kilimonews.co.ke/agriculture-policy/dodoma-allocates-100-acres-to-promote-ecological-organic-agriculture/","2026-07-14","scraped:Kilimo News - Policy","Dodoma Allocates 100 Acres to Promote Ecological Organic Agriculture. Home»Agriculture Policy»Dodoma Allocates 100 Acres to Promote Ecological Organic Agriculture The Regional Commissioner of Dodoma, Rosemary Senyamule, has allocated 100 acres of land to stakeholders in Ecological Organic Agriculture (EOA) to support the development of organic farming activities in Tanzania, while pledging continued cooperation from her office. She made the announcement during a special dinner organized by the Tanzania Organic Agriculture Movement (TOAM) on March 5, 2026, in Dodoma. The event marked the culmination of the Fourth National Ecological Organic Agriculture Strategy (NEOAS) Conference, which took place from March 3–5, 2026, at the Mtumba Government City in Dodoma. The conference brought together agricultural stakeholders to discuss sustainable and climate-resilient farming systems in the country. Speaking at the event, Senyamule said the Dodoma Region has fertile, sufficient land suitable for cultivating a wide range of crops. ""I would like to inform you that the present-day Dodoma Region is not the same as it was many years ago, when it was believed to be a semi-desert. Today, it is an agricultural region that is beginning to transform farming. In collaboration with the Ministry of Agriculture, I urge stakeholders in organic agroecology to continue coming to Dodoma to promote this type of farming, which is currently the most preferred,"" said Hon. Senyamule. She further noted that"
"190","Agriculture","PSA","Farmers engaged in ecological organic agriculture are encouraged to collaborate with the government for better support and funding to achieve sustainable farming and enhance food security.","","","","","https://kilimonews.co.ke/agriculture-policy/deputy-minister-urges-greater-support-for-ecological-organic-farming-in-tanzania/","2026-07-14","scraped:Kilimo News - Policy","Deputy Minister Urges Greater Support for Ecological Organic Farming in Tanzania. Home»Agriculture Policy»Deputy Minister Urges Greater Support for Ecological Organic Farming in Tanzania Tanzania Deputy Minister for Agriculture, David Silinde (MP), has called on farmers engaged in ecological organic agriculture to continue working closely with the government to achieve sustainable farming and national food sufficiency while safeguarding the environment. Silinde made the remarks on behalf of the Minister for Agriculture, Daniel Chongolo (MP), during the Fourth National Conference on the National Ecological Organic Agriculture Strategy (NEOAS) held on March 3, 2026, in Dodoma. He urged various stakeholders to continue financing the implementation of the strategy under the strong coordination of the National Implementation Task Force (ITF), noting that such collaboration is key to transforming the agricultural sector. The initiative, he said, aims to reduce poverty, increase employment, especially among youth and women, and achieve a 10 percent growth in the agricultural sector by 2030. The Deputy Minister noted that the conference theme,""Ecological Organic Agriculture: Strengthening Food and Nutrition Security, Resilience and Economic Sustainability,""aligns with the priorities of the Ministry of Agriculture and broader agricultural development programmes. He added that the government has already taken steps to transform the sector, including increasing the agriculture budget to"
"191","Agriculture","PSA","Farmers and agribusiness stakeholders are invited to the KALRO Fourth Annual Open Week and Exhibition to explore new agricultural technologies and innovations that enhance productivity.","","","","","https://kilimonews.co.ke/agriculture-policy/kalro-pushes-research-to-market-shift-at-fourth-annual-open-week/","2026-07-14","scraped:Kilimo News - Policy","KALRO Pushes Research-to-Market Shift at Fourth Annual Open Week. Home»Agriculture Policy»KALRO Pushes Research-to-Market Shift at Fourth Annual Open Week By Kimuri Mwangi The Kenya Agricultural and Livestock Research Organization (KALRO) has intensified its call to bridge the gap between research and commercialization during its Fourth Annual Open Week and Exhibition at Kabete, held under the theme ""From Research to Market, Scaling Agricultural Technologies for Inclusive Growth."" Dr. Alice Murage, Deputy Director General (DDG) for Crops Research, represented Director General Dr. Patrick Ketiem at the two-day event, delivering his keynote address and outlining the institution's milestones in agricultural innovation. ""This initiative serves as a critical forum for farmers, researchers, students, and stakeholders to interact with experts, explore cutting-edge agricultural technologies, and witness innovations designed to boost productivity and enhance sustainability in Kenya's agricultural value chain."" The exhibition, he noted, contributes to food security, enhances agri-based industrial growth, and empowers the grassroots to drive economic growth and job and wealth creation, in line with the Government of Kenya's Bottom-Up Economic Transformation Agenda. KALRO, he added, has been at the forefront of driving agricultural research, delivering cutting-edge technologies and innovations that have empowered farmers and improved livelihoods. Over the past year, the institution repor"
"192","Agriculture","PSA","Farmers, livestock keepers, and fishermen in Tanzania can expect lower production costs and higher incomes under the 2050 Master Plan. Stay informed on how to participate in this initiative.","","","","","https://kilimonews.co.ke/agriculture-policy/tanzania-2050-master-plan-targets-lower-costs-higher-incomes-for-farmers-and-fishermen/","2026-07-14","scraped:Kilimo News - Policy","Tanzania 2050 Master Plan Targets Lower Costs, Higher Incomes for Farmers and Fishermen. Home»Agriculture Policy»Tanzania 2050 Master Plan Targets Lower Costs, Higher Incomes for Farmers and Fishermen The Tanzanian Government, through the Ministry of Agriculture and the Ministry of Livestock and Fisheries, has expressed its readiness to fully participate in the 2050 Master Plan for the Transformation of the Agriculture, Livestock and Fisheries sectors, a strategy aimed at propelling the country toward an upper middle-income economy. Speaking during the opening of a meeting to promote the development and advancement of agricultural corridors held on February 12, 2026, in Singida Region, Dodoma Regional Commissioner Hon. Rosemary Senyamule said the meeting sought to build a shared understanding of the programme among regional and council-level experts on key agricultural concepts. ""The Sixth Phase Government under the leadership of Hon. President Dr. Samia Suluhu Hassan has placed great emphasis on the reforms of the Agriculture, Livestock and Fisheries Sectors as a link to growing the National economy, increasing employment and improving the lives of Tanzanians in general,"" said Hon. Senyamule. She noted that the master plan is designed to lower production and transportation costs, enhance the value of crops, raise incomes for farmers, livestock keepers and fishermen, and attract private sector investment, while taking climate change into consideration. Hon. Senyamule added th"
