PSA_ID,Domain,English,Kiswahili,Dholuo,Source_Name,Source_URL,Date,Metadata
PSA-7ae86ad01fc7,health,The platform will support the response to the ongoing Bundibugyo virus disease outbreak affecting the Democratic Republic of the Congo and Uganda.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-b0973380c86d,health,The outbreak continues to pose a significant public health challenge in the region.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-05e8b1d2fc8e,health,"The Continental IMST brings together technical experts from WHO, Africa CDC and partner organizations under a unified coordination structure to support country-led outbreak response.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-d773a8eb643b,health,"Following the launch, the IMST will begin routine operations, including daily coordination meetings, joint planning, information management, partner engagement, emergency logistics coordination and deployment of rapid response personnel. “Pathogens do not respect borders and neither can our response.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-acc5f690234c,health,"Nyenswah, Director, Pandemic Prevention, Preparedness and Response at Africa CDC.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-e9a64e1096a2,health,"The Continental IMST complements national leadership of the outbreak response and reflects the continued collaboration between Uganda, the Democratic Republic of the Congo, WHO, Africa CDC and partners to strengthen preparedness and response across the region.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/who-africa-cdc-launch-continental-incident-management-support-team-strengthen-coordination-ebola,2026-06-27T12:00:00Z,"article_title=WHO, Africa CDC launch Continental Incident Management Support Team to strengthen coordination for Ebola outbreak respon"
PSA-f7b014d55957,health,"Kampala, Uganda:— Health leaders from across Africa have convened in Uganda’s capital for a high-level meeting to strengthen regional preparedness and cross-border collaboration in response to the ongoing Bundibugyo Ebola outbreak affecting Uganda and the Democratic Republic of the Congo (DRC).",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-hosts-regional-meeting-boost-ebola-preparedness-amid-ongoing-outbreak,2026-06-27T12:00:00Z,article_title=Uganda Hosts Regional Meeting to Boost Ebola Preparedness Amid Ongoing Outbreak
PSA-0e36a3abaf40,health,"The three-day meeting, organized by the World Health Organization (WHO) Regional Office for Africa, the Africa Centres for Disease Control and Prevention (Africa CDC), and UK Health Security Agency, has drawn participants from 11 high-risk countries.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-hosts-regional-meeting-boost-ebola-preparedness-amid-ongoing-outbreak,2026-06-27T12:00:00Z,article_title=Uganda Hosts Regional Meeting to Boost Ebola Preparedness Amid Ongoing Outbreak
PSA-6727c68d7e35,health,"Belizaire warned, stressing that investing in preparedness is essential not only for public health but also for economic and national security.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-hosts-regional-meeting-boost-ebola-preparedness-amid-ongoing-outbreak,2026-06-27T12:00:00Z,article_title=Uganda Hosts Regional Meeting to Boost Ebola Preparedness Amid Ongoing Outbreak
PSA-a1956f574739,health,"Tolbert Nyenswah pointed to lessons from the 2014–2016 West Africa Ebola outbreak, where strong cross-border cooperation played a key role in controlling the epidemic. “Outbreak control cannot stop at national borders,” he said.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-hosts-regional-meeting-boost-ebola-preparedness-amid-ongoing-outbreak,2026-06-27T12:00:00Z,article_title=Uganda Hosts Regional Meeting to Boost Ebola Preparedness Amid Ongoing Outbreak
PSA-ef049ee83153,health,"In May 2026, Uganda formally closed a polio outbreak that had been detected two years earlier, marking a major public health achievement and demonstrating the power of preparedness, coordination, and rapid response.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-e2817e58c026,health,"Within five days, the Ministry of Health declared an outbreak, setting in motion one of the country’s fastest and most coordinated public health responses.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-c652cf66ca10,health,"Only 20 percent of children had vaccination cards, and many had never received routine immunization.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-890a5398a61c,health,"Two rounds of supplementary immunization campaigns were conducted in October and November 2024, using the novel oral polio vaccine type 2.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-c4e32437cc76,health,"Rather than treating polio and measles as separate emergencies, authorities integrated their response, delivering measles vaccines alongside polio immunization efforts.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-1ffadb70e47d,health,A Lesson in Preparedness Uganda’s experience highlights a fundamental truth about infectious disease outbreaks: they often begin silently.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/sewage-sample-swift-national-action-how-uganda-stopped-silent-polio-threat,2026-06-23T12:00:00Z,article_title=From Sewage Sample to Swift National Action: How Uganda Stopped a Silent Polio Threat
PSA-2f314f33c4e5,health,"Kampala— World Health Organization (WHO) Director-General Dr Tedros Adhanom Ghebreyesus has commended Uganda’s response to the ongoing Ebola outbreak while urging continued regional cooperation, sustained investment and strong community engagement to prevent further spread of the disease.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-c9b31b024bda,health,"Dr Tedros visited Uganda on 8 and 9 June 2026 as part of regional missions focused on the Ebola outbreak response that started in the Democratic Republic of the Congo, with spillover into Uganda.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-ee0f2be14069,health,"During his visit, he met with the Ugandan Head of State, His Excellency Yoweri Museveni, health officials, health workers and partners, and assessed efforts to contain the outbreak.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-dbce733ccc0b,health,"This outbreak of Ebola disease caused by Bundibugyo virus is rare and there are currently no approved vaccines or specific treatments, but early and optimized care is lifesaving.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-8857a6d5a3a5,health,Cases are being managed at the Ebola Treatment Unit at Mulago Hospital isolation unit which was commissioned within 6 hours of outbreak declaration.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-8f03e3efabc7,health,During his visit to the unit Dr Tedros praised the quality of clinical care being delivered by the country’s Emergency Medical Team (EMT) members.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-b378417a95a7,health,"As the outbreak continues, Dr Tedros emphasized that vigilance must remain high.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-cb5396c0475b,health,"While commending Uganda’s efforts, Dr Tedros stressed that no country can control the outbreak alone.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-4096e3395d6a,health,This is Uganda’s ninth Ebola outbreak.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-deabb4afef95,health,The country’s experience in responding to previous outbreaks has helped build systems that can detect and manage public health threats quickly.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-22816ae62d77,health,He encouraged Uganda to start a social movement on addressing the root causes of Ebola outbreaks.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/regional-cooperation-and-vigilance-will-control-ebola-outbreak,2026-06-15T12:00:00Z,article_title=Regional cooperation and vigilance will control the Ebola outbreak
PSA-dc2bbf41b674,health,"They are based on revised WHO training modules (2025), aligned with the latest evidence, and integrate tools on quality of care, clinical management and support for patients and caregivers.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/improving-hospital-care-severe-acute-malnutrition-children,2026-05-25T12:00:00Z,article_title=Improving hospital care for severe acute malnutrition in children
PSA-25309a00df06,health,"The sessions combined theoretical and practical approaches, including case studies, simulations, facilitation exercises and supervised clinical placements in hospitals.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/improving-hospital-care-severe-acute-malnutrition-children,2026-05-25T12:00:00Z,article_title=Improving hospital care for severe acute malnutrition in children
PSA-0d4aa0478138,health,"At the end of the training courses, participating countries developed national action plans to organize domestic trainings, reinforce mentorship and clinical supervision, improve quality of care in nutrition units and accelerate the implementation of national protocols aligned with WHO recommendations.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/improving-hospital-care-severe-acute-malnutrition-children,2026-05-25T12:00:00Z,article_title=Improving hospital care for severe acute malnutrition in children
PSA-f2688921dd43,health,"Districts should be the drivers of their own health agendas” Andrew Bakainaga, WHO District Health Management Lead This philosophy of empowerment is more than a slogan.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/empowering-local-health-systems-sustainable-impact-inside-ugandas-push-strengthen-district-health,2026-02-03T12:00:00Z,article_title=Empowering Local Health Systems for Sustainable Impact:  Inside Uganda's Push to Strengthen District Health Leadership
PSA-660a70bda243,health,"To put this vision into practice, WHO has deployed nine regional teams across the country: specialists in health systems, disease surveillance, and monitoring and evaluation who work hand in hand with District Health Management Teams.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/empowering-local-health-systems-sustainable-impact-inside-ugandas-push-strengthen-district-health,2026-02-03T12:00:00Z,article_title=Empowering Local Health Systems for Sustainable Impact:  Inside Uganda's Push to Strengthen District Health Leadership
PSA-e6d338bb87b3,health,"For the first time in some regions, district health management teams are using real-time data to strategically deploy health workers, respond to early signs of disease outbreaks, and refine their planning cycles.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/empowering-local-health-systems-sustainable-impact-inside-ugandas-push-strengthen-district-health,2026-02-03T12:00:00Z,article_title=Empowering Local Health Systems for Sustainable Impact:  Inside Uganda's Push to Strengthen District Health Leadership
PSA-e275ed9d4dab,health,"Uganda's recent history is marked by repeated public health emergencies: COVID-19, Ebola, C holera, A nthrax, and, most recently, Mpox.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/empowering-local-health-systems-sustainable-impact-inside-ugandas-push-strengthen-district-health,2026-02-03T12:00:00Z,article_title=Empowering Local Health Systems for Sustainable Impact:  Inside Uganda's Push to Strengthen District Health Leadership
PSA-1e08b161c977,health,"As a result, districts are not only better prepared for emerging threats but also ensure that routine services continue even when emergencies strike.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/empowering-local-health-systems-sustainable-impact-inside-ugandas-push-strengthen-district-health,2026-02-03T12:00:00Z,article_title=Empowering Local Health Systems for Sustainable Impact:  Inside Uganda's Push to Strengthen District Health Leadership
PSA-36e4deded3fa,health,"Thanks to the integrated screening services supported by the World Health Organization (WHO) and World Diabetes Foundation (WDF), Sarah leaves the facility with a clear understanding of her blood pressure and blood sugar levels, and a plan for managing the hypertension.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-3ce131036761,health,Uganda and Ghana are currently the only two countries globally implementing the four-year Diabetes and Cardiovascular Disease (D-CARD) Africa Project.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-c8f354e44f86,health,"Launched in 2024, the initiative aims to integrate non-communicable disease (NCD) screening into existing health services—including HIV, TB, and malnutrition programs—to promote a holistic and sustainable approach to patient care.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-b00324763ab3,health,"Charles Oyoo, Commissioner for Non-Communicable Diseases at the Ministry of Health.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-12e243c0fffc,health,"Recently, WHO handed over assorted medical equipment to Uganda’s Ministry of Health under the D-CARD Africa Project, to support the country’s fight against noncommunicable diseases.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-b7f44e467a54,health,"This approach has greatly improved our ability to detect conditions like hypertension and diabetes early, allowing us to manage them before complications arise,” said Jovita Atuheire, a clinician at Maziba Health Centre IV, who participated in the one-week training held in May 2025.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-3ad2bb35a007,health,"During a recent supervision visit to project-supported districts, Dr.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-8f17a146a2d6,health,"Diabetes and hypertension continue to pose a significant public health challenge in Uganda, with many individuals unaware of their status, delaying treatment and increasing the risk of severe complications and poor treatment outcomes.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-677faeeee9ee,health,"Through the integration of services at chronic care clinics, the D-CARD project is helping to bridge these gaps by strengthening early detection, diagnosis and management of diabetes and hypertension, while also supporting routine screening for HIV, TB, and malnutrition.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-37f490abc01e,health,WHO reaffirms its commitment to supporting the scaling up of integrated non-communicable diseases services across Uganda.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ministry-health-who-and-world-diabetes-foundation-unite-strengthen-diabetes-and-hypertension,2025-11-24T12:00:00Z,"article_title=Ministry of Health, WHO, and World Diabetes Foundation unite to strengthen diabetes and hypertension prevention and care"
PSA-de13c586912b,health,"Kingi emphasized that Africa must move beyond diagnosing problems to delivering solutions at scale. “We must not only diagnose the challenges, but also prescribe the solutions, and most importantly, implement them,” he said, urging African scientists to innovate on African soil.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/kenyan-senate-speaker-urges-african-scientists-champion-homegrown-health-solutions,2025-11-17T12:00:00Z,article_title=Kenyan Senate Speaker Urges African Scientists to Champion Homegrown Health Solutions
PSA-9a79675bf006,health,"His message was clear: “Africa’s health systems must be designed, led, and owned by Africa.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/kenyan-senate-speaker-urges-african-scientists-champion-homegrown-health-solutions,2025-11-17T12:00:00Z,article_title=Kenyan Senate Speaker Urges African Scientists to Champion Homegrown Health Solutions
PSA-ba6e6939a9f4,health,"Jane Ruth Aceng, underscored the importance of strengthening health systems to ensure accessibility, equity, and quality, both for primary healthcare and specialized services.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/kenyan-senate-speaker-urges-african-scientists-champion-homegrown-health-solutions,2025-11-17T12:00:00Z,article_title=Kenyan Senate Speaker Urges African Scientists to Champion Homegrown Health Solutions
PSA-c8e6bdaffff1,health,"Delivering a keynote address, Dr Queen Dube from WHO headquarters echoed the call for a multisectoral approach. “Most causes of ill-health lie outside the health sector.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-moves-integrate-communicable-and-non-communicable-disease-services,2025-11-06T12:00:00Z,article_title=Uganda Moves to Integrate Communicable and Non-Communicable Disease Services
PSA-519aa860a646,health,"Investing in Primary Health Care (PHC) by embedding services for HIV, TB, malaria, and related comorbidities into PHC and community-based services.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-moves-integrate-communicable-and-non-communicable-disease-services,2025-11-06T12:00:00Z,article_title=Uganda Moves to Integrate Communicable and Non-Communicable Disease Services
PSA-8f21ed2630cf,health,"Responding to the growing global dialogue on workplace mental health, especially during the current transition within WHO and across the broader UN community, WHO Uganda launched the ‘Men Talk’ series—a bold and timely initiative aimed at supporting the mental health and wellbeing of male colleagues.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/breaking-silence-who-ugandas-men-talk-series-spark-honest-conversations-mens-mental-health,2025-10-24T12:00:00Z,article_title=Breaking the Silence: WHO Uganda’s “Men Talk” series spark honest conversations on men’s mental health
PSA-dc5fe22973cc,health,"I believe fathers should share financial wisdom with their sons early on, rather than waiting until adulthood.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/breaking-silence-who-ugandas-men-talk-series-spark-honest-conversations-mens-mental-health,2025-10-24T12:00:00Z,article_title=Breaking the Silence: WHO Uganda’s “Men Talk” series spark honest conversations on men’s mental health
PSA-58e8d4a0b9a8,health,"Men need to learn how to manage their finances wisely—especially by living within their means.” To keep the momentum, a WhatsApp group exclusively for male staff has been created.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/breaking-silence-who-ugandas-men-talk-series-spark-honest-conversations-mens-mental-health,2025-10-24T12:00:00Z,article_title=Breaking the Silence: WHO Uganda’s “Men Talk” series spark honest conversations on men’s mental health
PSA-1e94f96ffe84,health,"Kampala ‒ In an effort to protect populations often left behind in public health campaigns, Uganda is carrying out a community-focused drive to ensure extensive mpox vaccination coverage beyond the traditional health or public service facilities.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ugandas-mpox-vaccination-drive-targets-marginalized-groups,2025-10-17T12:00:00Z,article_title=Uganda’s mpox vaccination drive targets marginalized groups
PSA-464647e99d13,health,"World Health Organization (WHO) in partnership with Most at Risk Populations Initiative (MARPI) Clinic Mulago are carrying out the campaign to vaccinate sex workers, lorry drivers, fisherfolk and other populations often underserved by mainstream health systems.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ugandas-mpox-vaccination-drive-targets-marginalized-groups,2025-10-17T12:00:00Z,article_title=Uganda’s mpox vaccination drive targets marginalized groups
PSA-91f9c52fb1f1,health,"Gavi, the Vaccine Alliance, UNICEF and the Infectious Diseases Institute provided funding, logistics and training support, while government structures ensured smooth coordination.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/ugandas-mpox-vaccination-drive-targets-marginalized-groups,2025-10-17T12:00:00Z,article_title=Uganda’s mpox vaccination drive targets marginalized groups
PSA-58f5babab472,health,"Those two things were hard for me to handle.” Nangobi was the first contact to be admitted to the Ebola treatment centre. “Finding out you have Ebola, you are psychologically, physically, mentally gone… everything,” she says.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-8d017e0ea444,health,"Dr Chris Opesen, an anthropologist at WHO’s Uganda country office reassured Nangobi and told her about the survivors from the previous Ebola outbreak in 2022. “I didn’t believe him.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-8ec476da1360,health,"Maswaswa, along with another 178 first responders trained by WHO and Ministry of Health, has been in the frontline of Uganda’s response to major disease outbreaks including Ebola, mpox and COVID-19.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-19fd743a9396,health,WHO has supported the Government of Uganda to strengthen its mental health and psychosocial support for health emergency response.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-cbebab47085c,health,"In addition, WHO helped establish survivor clinics at three regional referral hospitals and one national referral hospital, ensuring continued access to specialized care for survivors close to their communities.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-c7277feaacfc,health,"WHO is proud to support these critical efforts as Uganda recovers from the Ebola outbreak."" Slowly, a few friends who initially fled have returned and are helping Nangobi rebuild, providing accommodation, food and emotional support.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-9a2f7ada7a8f,health,"She says she still breaks down, but she is determined to stay strong for her two children. “I am grateful for the health workers who supported us in the treatment area, with counselling, and are helping us to resettle in our communities and gain our new lives,” she says.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/providing-mental-health-and-psychosocial-support-ugandas-ebola-survivors,2025-10-10T12:00:00Z,article_title=Providing mental health and psychosocial support to Uganda’s Ebola survivors
PSA-d89edbc6c7ce,health,"Kampala ‒ Uganda’s Ministry of Health, working with World Health Organization (WHO) and partners, has intensified surveillance, screening and undertaken contingency planning to mitigate the risk of cross-border transmission of Ebola virus disease.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-f6cea1d771f1,health,This comes as the Democratic Republic of the Congo enters its fifth week of Ebola outbreak response in Kasai Province in the central region of the country.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-44f4cac55600,health,WHO and partners have supported the Ministry of Health to conduct a review of the current Ebola situation in neighbouring Democratic Republic of the Congo to evaluate the likelihood of cross border spread to Uganda.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-8b8c37b1bfbd,health,"Based on these findings, the Ministry of Health, WHO and partners reviewed and updated the country’s Ebola virus disease contingency plan.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-df664ff0bdfd,health,The plan builds on lessons from previous Ebola outbreaks and draws from Uganda’s ongoing Sudan virus disease recovery plan.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-1bc19b746312,health,"Our strengthened surveillance, updated contingency plans and trained emergency teams reflect our unwavering commitment to safeguarding public health across borders,” says Dr Charles Olaro, Director General Health Services at Uganda’s Ministry of Health.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
PSA-d13c2072b276,health,"In May 2025, Uganda hosted more than 50 participants from 13 other countries in East Africa for a three-day joint simulation on infectious disease outbreak preparedness and response.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-strengthens-ebola-outbreak-preparedness,2025-10-09T12:00:00Z,article_title=Uganda strengthens Ebola outbreak preparedness
