PSA_Id,Domain,Class,English,Source,Date
90,Security & Safety,PSA,"Kenya Refugee Response Under Strain: Funding Cuts, Differentiated Assistance, and the Rising Social Cohesion Crisis (August 2025) - Kenya Together, these challenges are delaying urgent interventions, weakening accountability, and further eroding service delivery for refugees. Building resilience in Dadaab: workshop builds capacity of local leaders to tackle urban risks - Kenya It will help us strengthen early warning systems, improve community engagement, and put practical measures in place to reduce the impact of disasters."" Dadaab currently hosts nearly 705,000 residents, including over 430,000 refugees, making DRR particularly critical. The urgency of this work was underscored by the May 2024 floods, which displaced over 20,000 people and disrupted essential services. ""Inclusivity is key, making sure that refugee leaders actively participate in decision-making."" DRR planning must also include at-risk groups. ""Early warning information must be accessible, through audio, sign language, or community messengers, and evacuation centers must be physically accessible."" National and county-level representatives stressed the need for stronger coordination between local and national DRR efforts. ""This means we must work with all stakeholders and integrate disaster risk in everything we do, to ensure that we develop a resilient sustainable municipality."" Beyond technical planning, the workshop served as a space for healing and hope.",ReliefWeb Kenya,9/24/2025
91,Security & Safety,PSA,"Cross border Household Multisector Survey Kenya and Somalia (June, 2025) - Kenya Dadaab and Kakuma Refugee Camp in Kenya | Joint Market Monitoring Initiative (JMMI) Q2 (April - June 2025) - Kenya INTRODUCTION As of the end of June, 2025, the total number of registered refugees and asylum-seekers in Kenya stood at 854,876. For more information on the methodology, please refer to page 9.",ReliefWeb Kenya,9/25/2025
92,Security & Safety,PSA,Embedding Peace: Key considerations for strengthening an infrastructure for building and sustaining positive peace (i4p) - Kenya,ReliefWeb Kenya,9/29/2025
93,Security & Safety,PSA,Dwindling jobs for refugee women as Dadaab’s camp economy shrinks - Kenya,ReliefWeb Kenya,9/30/2025
94,Security & Safety,PSA,"How the Climate Crisis Threatens Farming in Rural Kenya - Kenya To ensure long-term success, Action Against Hunger partnered closely with the local government of Isiolo to coordinate efforts and align with community priorities. For climate-smart agriculture to succeed, it must be rooted in a long-term, holistic framework. WFP Kenya Country Brief July 2025 - Kenya Urgent, donor support is essential to restore adequate rations, sustain malnutrition screening, and prevent further deterioration of the quality of life and stability in the camps. Kenya — Displacement and Needs Assessment Key Findings — Tana River County (May - June 2025) - Kenya",ReliefWeb Kenya,10/1/2025
95,Security & Safety,PSA,Kenya Multi-sector Needs Assessment (MSNA): Refugee Households | June 2025 - Kenya,ReliefWeb Kenya,10/6/2025
96,Security & Safety,PSA,Kenya — Demographic and Displacement Calculator — Tana River County (21 May - 4 June) - Kenya Kenya — Findings from WISE Assessment — Tana River County - Kenya,ReliefWeb Kenya,10/10/2025
97,Security & Safety,PSA,"Bridging the Healthcare Gap: Nawiri's Impact in Revitalizing Moite and Marsabit’s Remote Communities - Kenya Amidst soaring malnutrition rates, with a staggering proxy GAM prevalence of 51.1%, USAID-funded Nawiri answered Moite’s urgent call for help, initiating integrated medical outreaches as part of a critical IMAM surge response. These frontline staff are further empowered through continuous mentorship by the Sub-County Health Management Team (SCHMT) in vital practices like accurate data entry in MOH registers, immunization, and cold chain management, ensuring every patient encounter is met with the highest standard of care.",ReliefWeb Kenya,10/15/2025
98,Security & Safety,PSA,"Anticipatory Action Activation: Anticipatory Action to mitigate the impact of drought in Kenya (September 2025) - Kenya To mitigate the predicted impacts of drought, WFP is implementing the following AAs: 1.Early Warning Messages. The messages provide relevant early warning information on food security and agriculture, as well as water, livestock management, and other sectors. Kenya - Key Message Update: Persistent food insecurity in pastoral areas ahead of below-average short rains season, September 2025 - Kenya Tana River’s Battle with Climate Extremes - Kenya The county has also established a County Climate Change Fund, allocated a share of its development budget, and enacted a Climate Change Act (2021) to ensure adaptation efforts have legal backing. Concern and partners should phase gradual exit support, linking farmers more firmly to county extension, private sector, cooperatives, and subsidies.",ReliefWeb Kenya,10/16/2025
99,Security & Safety,PSA,"“When girls succeed, entire communities change”: A rural shelter in Kenya giving girls hope beyond female genital mutilation - Kenya A call for more shelters A report by Kenya’s Generation Equality Secretariat in 2022 revealed that the country has 54 private shelters and gender-based violence rescue centres operational, but they are located in only 18 of the 47 counties.",ReliefWeb Kenya,10/28/2025
100,Security & Safety,PSA,Kenya's Sustainable Supply Chain: Recycling Packaging from Damaged Stocks – A WFP Initiative - Kenya Waste Management & Reverse Logistics of Used Packaging in Kenya (WFP) - Kenya,ReliefWeb Kenya,10/30/2025
101,Security & Safety,PSA,"Kenya Food Security Outlook: Below-average short rains, high temperatures to drive Crisis (IPC Phase 3) into May, October 2025 - May 2026 - Kenya",ReliefWeb Kenya,10/31/2025
102,Security & Safety,PSA,"MSF: Test and treat approach: How communities lead in malaria treatment - Kenya MSF: Test and treat approach: How communities lead in malaria treatment - Kenya Since mid-September, Medecins Sans Frontieres/Doctors Without Borders (MSF)'s emergency team has been in Turkana responding to a surge in malaria cases in Turkwell, Naipa and Kotaruk areas. This includes the identification of danger signs for complicated malaria and facilitating urgent referral. Beyond MSF response, community-based surveillance should be sustained to ensure timely identification of malaria and other diseases to reduce severity of cases.",ReliefWeb Kenya,11/2/2025
103,Security & Safety,PSA,"Kenya - Landslide (CatNat, media, KMD) (ECHO Daily Flash of 3 November 2025) - Kenya Farmers in Kenya fight food insecurity by making their own, low-cost animal feeds | IFRC - Kenya",ReliefWeb Kenya,11/3/2025
104,Security & Safety,PSA,"Kenya: IFRC launches CHF 15 million emergency appeal as climate extremes push millions to the brink - Kenya Authorities have since warned of further landslides as rainfall continues, compounding an already critical humanitarian situation across the country. This appeal will enable us to scale up life-saving support and strengthen resilience against these multiple shocks.” A Call for Collective Action The IFRC and Kenya Red Cross are urging governments, donors, humanitarian agencies, and the private sector to step up support immediately. The appeal seeks to ensure that no Kenyan goes hungry, thirsty, or without healthcare as climate extremes intensify. For more information, please contact: [email protected] Timothy Maina, +254 110 848 161 Susan Mbalu, +254 733 827 654 Tommaso Della Longa: +41 79 708 43 67 Scott Craig: +41 76 370 35 75",ReliefWeb Kenya,11/4/2025
105,Security & Safety,PSA,"Kenya - Landslide and floods, update (Meteo Kenya, media) (ECHO Daily Flash of 7 November 2025) - Kenya",ReliefWeb Kenya,11/7/2025
106,Security & Safety,PSA,"The intervention begun with broad-based early warning messages, reaching 460,000 people with critical, actionable information on food security, water conservation, and livestock management. Approximately 10,750 high-risk households (64,500 individuals) are receiving 3-months (September to November) unconditional cash transfers of USD 79 to empower them to meet part of their household minimum expenditure basket (MEB) and avoid negative coping strategies, such as selling off productive assets.",ReliefWeb Kenya,11/11/2025
107,Security & Safety,PSA,"Multi-Sector Needs Assessment (MSNA): Host Communities and Affected Populations in Garissa, Mandera, Marsabit & Turkana Counties | June 2025 - Kenya The Kenya Red Cross Society (KRCS), with support from the International Federation of Red Cross and Red Crescent Societies (IFRC) and other partners, launched a comprehensive emergency response to address the urgent needs of affected communities. Nonetheless, the operation demonstrated the critical role of coordinated humanitarian action, early warning systems, and community-centered approaches in mitigating the impacts of climate-induced disasters.",ReliefWeb Kenya,11/13/2025
108,Security & Safety,PSA,"Dual Shocks Threaten Durable Solutions for Refugees in Kenya - Kenya I have nowhere else to go.” The survey shows why these risks are so urgent. NRG’s Ask to Stakeholders The picture that emerges is clear: without urgent intervention, both refugee well-being and the Shirika vision are at risk. government, donors, UN agencies, and NGOs, to take urgent, coordinated action to prevent further erosion of services and restore refugee trust in durable solutions. To prevent this trajectory, stakeholders must urgently restore flexible funding, strengthen coordination, and align investments with Shirika’s pillars.",ReliefWeb Kenya,11/17/2025
109,Security & Safety,PSA,"Hope Amid Kenya's Malnutrition Crisis: One Child's Journey to Recovery - Kenya Nearly 1.9 million people in Kenya—or 12% of the population—are facing acute food insecurity and in need of urgent humanitarian aid. “I was trained on how to feed Clinton and ensure his nutrition levels remain high,” said Mary.",ReliefWeb Kenya,11/19/2025
110,Security & Safety,PSA,"Kenya, Cash-Based Transfers on Food Security and Gender Equality: Impact Evaluation | World Food Programme - Kenya",ReliefWeb Kenya,11/20/2025
111,Security & Safety,PSA,"WFP Kenya Country Brief October 2025 - Kenya DREF Operation Kenya Complex Emergency 2025 - Kenya A new cholera outbreak has been declared in Nairobi and Narok counties, with rapid spread in Narok where case fatality rates have surged to 9%. Through the launch of this Appeal, KRCS is triggering a DREF allocation to address the immediate urgent unmet needs and to help mitigate the current spike in humanitarian demands. The DREF will support seasonally appropriate urgent interventions in livelihoods, health, and WASH, targeting the most aected areas and most vulnerate communities.",ReliefWeb Kenya,11/21/2025
112,Security & Safety,PSA,"Kenya, Africa | Complex Emergency - Emergency Appeal: Operational Strategy (MDRKE068) - Kenya By January 2025, the National Drought Management Authority (NDMA) reported deteriorating drought conditions in most ASAL counties, with Wajir, Kilifi, and Kwale entering the “Alert” phase due to inadequate rainfall. The ASAL Humanitarian Network emphasize that six ASAL counties are at IPC Phase 4 (Emergency) and eight in Phase 3 (Crisis), urging urgent funding and early action to prevent worsening conditions. The NDMA’s September 2025 food and nutrition assessment found that while the March–May long rains were near to or above average in most regions, over 1.8 million people – including 500,000 children and 100,000 pregnant women – remain in urgent need of food assistance (IPC Phase 3 or higher). The NDMA has warned that the scarcity of water is intensifying competition over limited resources, heightening the risk of intercommunal conflict. Kenya is grappling with a resurgence of cholera and escalating zoonotic disease risks, driven by worsening drought conditions that have severely limited access to safe water, sanitation, and hygiene services across several counties. Rift Valley Fever alerts have been issued for Garissa, Wajir, Marsabit, and Narok, where drought and sporadic rains have created ideal conditions for mosquito vectors. Kenya: Anticipated impact of drought conditions in Mandera, Tana River, Turkana, and Wajir counties (Anticipatory Note 27 November 2025) - Kenya",ReliefWeb Kenya,11/27/2025
113,Security & Safety,PSA,WFP Kenya Country Brief November 2025 - Kenya,ReliefWeb Kenya,11/30/2025
114,Security & Safety,PSA,"Noncommunicable diseases and mental health in the WHO African Region progress report 2024 - Kenya Kenya - Key Message Update: Exceptionally poor short rains are worsening the severity of food insecurity, November 2025 - Kenya The majority of water points in the north and east are currently classified as “near-dry” or “alert” status during what is typically the peak of the short rains, sustaining an atypically high reliance on boreholes and shallow wells.",ReliefWeb Kenya,12/2/2025
115,Security & Safety,PSA,"UNAIDS welcomes new agreement between the United States and Kenya to advance progress to end AIDS and strengthen health systems - Kenya “Education is our future, and no tradition should take that away from us.” While the road to eradicating these harmful practices is long, Action Against Hunger’s work in West Pokot is a testament to the power of collaboration, education, and community engagement.",ReliefWeb Kenya,12/4/2025
116,Security & Safety,PSA,Climate Risk Perception and Adoption of Sustainable Agricultural Practices: Insights from Kenya’s Central Highlands (December 2025) - Kenya,ReliefWeb Kenya,12/5/2025
117,Security & Safety,PSA,"Kenya and Uganda: Impact of Climate Hazards on Livelihoods and Access to Services Among Refugees and Host Communities (November 2025) - Kenya Targeted training and capacity-building initiatives/programs, such as trainings on drought resistant agriculture for farmers and climate-informed planning at the local level, should be strengthened to better equip vulnerable communities against recurring climate threats. Exploring Climate Resilient Livelihoods Among Refugees and Host Communities in Kenya and Uganda - An Evidence Synthesis Report (November 2025) - Kenya According to the Intergovernmental Panel on Climate Change (IPCC), under current emissions trajectories, East Africa is likely to experience more frequent and intense extreme weather events.1 This heightens the urgency for timely, locally appropriate adaptation strategies.",ReliefWeb Kenya,12/10/2025
118,Security & Safety,PSA,Policy Brief - Building Resilience: Addressing the Impacts of Climate-related hazards on Livelihoods and Unpaid Household Labour in Kenya’s Refugee-Hosting Districts - Kenya,ReliefWeb Kenya,12/12/2025
119,Security & Safety,PSA,"Overcoming scarcity: how local innovations are transforming Western Kenya’s agricultural landscapes (December 2025) - Kenya Status of mobility of livestock in Kenya and Ethiopia: Mapping of livestock routes and case studies on mobility blockages - Kenya Policy implications: - To preserve these vital corridors, governments should set policies that recognise and legally protect livestock routes, and invest in veterinary services, abattoirs, holding grounds and loading ramps.",ReliefWeb Kenya,12/18/2025
120,Security & Safety,PSA,Water and land use systems and natural resources management in the multifunctional landscapes of Western Kenya - Kenya,ReliefWeb Kenya,12/22/2025
121,Security & Safety,PSA,"Wajir County Drought Rapid Assessment Report, December 2025 - Kenya The drought situation is currently classified at the Alert Stage on a worsening trend.",ReliefWeb Kenya,12/24/2025
122,Security & Safety,PSA,"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q3 2025 (July - September 2025) - Kenya",ReliefWeb Kenya,12/25/2025
123,Security & Safety,PSA,"WFP Kenya Country Brief December 2025 - Kenya Together with the National Council for Persons with Disabilities, WFP also helped identify and register 400 persons with disabilities—an important step toward expanding Kenya’s flagship social protection programme.",ReliefWeb Kenya,12/31/2025
124,Security & Safety,PSA,Economic stresses in Dadaab lead to refugee family breakups - Kenya “I am suffering because the father who should be helping me raise these children has gone off.,ReliefWeb Kenya,1/5/2026
125,Security & Safety,PSA,"The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya KEY MESSAGES • Overall, households (HHs) were found to have a poor economic well-being, with many unable to meet basic needs or access essential services. Kenya, Africa | Complex Emergency - Operational Update #1 (MDRKE068) - Kenya Nine—including Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River—are in the “Alert” phase, and Mandera remains in the critical “Alarm” phase.",ReliefWeb Kenya,1/7/2026
126,Security & Safety,PSA,Kenya Food Security Outlook Update December 2025 - Historic low October-December rainfall drives widespread Crisis (IPC Phase 3) - Kenya,ReliefWeb Kenya,1/10/2026
127,Security & Safety,PSA,"In Kenya, UNHCR’s Salih urges greater solidarity and solutions for refugees [EN/AR] - Kenya In Kenya, UNHCR’s Salih urges greater solidarity and solutions for refugees [EN/AR] - Kenya NAIROBI – On his first official visit as United Nations High Commissioner for Refugees, Barham Salih today called for stronger global support to develop the solutions refugees need to rebuild their lives.",ReliefWeb Kenya,1/12/2026
128,Security & Safety,PSA,"Drought leaves over two million vulnerable to health and nutrition crises in Kenya - Kenya Nine counties, Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River, are in the “alert” phase, while Mandera is in the critical “alarm” phase. The Kenyan government has warned that 2.5 million citizens are at risk of severe hunger and water scarcity if the drought persists. Acting on these early warnings, in November 2025, WHO handed over assorted emergency supplies to the Government of Kenya received, including cholera kits, pneumonia kits, and essential supplies and equipment pre-positioned in high-risk counties before the drought intensified. Climate change is intensifying these extreme weather patterns, making droughts and floods more severe and unpredictable.” “WHO is calling on national and county governments, humanitarian agencies, and communities to mobilize urgently,” said Dr. “Our immediate priority must be ensuring communities have access to adequate food supply and safe water for both people and livestock. Kenya | Joint Market Monitoring Initiative (JMMI) Dadaab and Kakuma Refugee Camp, Q3 2025 (July - September 2025) - Kenya INTRODUCTION As of the end of September, 2025, the total number of registered refugees and asylum-seekers in Kenya stood at 864,693.",ReliefWeb Kenya,1/22/2026
129,Security & Safety,PSA,Early warning systems and dryland communities in the Horn of Africa: Kenya country report - Kenya,ReliefWeb Kenya,1/23/2026
130,Security & Safety,PSA,Republic of Kenya: 2024 - 2025 Drought Severity (25 Jan 2026) - Kenya,ReliefWeb Kenya,1/25/2026
131,Security & Safety,PSA,"What it is like to survive female genital mutilation (FGM) - Kenya Silence becomes compliance.” Campaigns like Men End FGM confront one of the strongest forces keeping FGM alive: the belief that a woman must be cut to be accepted, respected, and married. By rejecting that expectation publicly, men help dismantle the social pressure that makes the practice feel unavoidable to many young women and girls. “If the social incentives remain, families will find ways around the law – cutting in secret, crossing borders, or pressuring girls to comply.” Why many girls cannot refuse FGM In many communities, refusing FGM is not an option. The next thing we realised, they removed the surgery blades. The Gambian case is a stark reminder that access to justice does not rest on laws alone, but on the willingness to defend them. Why UN Women is essential in ending FGM Justice, Mootian argues, must go beyond punishment. “If we want justice, we must make sure both sides are catered for. And we apply sustained pressure – nationally, regionally and globally – to ensure that hard-won protections are boosted, not diluted.",ReliefWeb Kenya,1/26/2026
132,Security & Safety,PSA,Kenya - Northern Kenya: Drought Severity and Population Exposure in Wajir County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Samburu County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Turkana County (28 Jan 2026) - Kenya Resettlement in Dadaab enables hundreds of refugee families to access services after years - Kenya I told them that we all came from the same place and we should endure together. Kenya - Northern Kenya: Drought Severity and Population Exposure in Marsabit County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Mandera County (28 Jan 2026) - Kenya Kenya - Northern Kenya: Drought Severity and Population Exposure in Isiolo County (28 Jan 2026) - Kenya,ReliefWeb Kenya,1/28/2026
133,Security & Safety,PSA,"Republic of Kenya: Precipitation Anomaly - Standardized Precipitation Index(SPI) for the period 2024-2025 (30 Jan 2026) - Kenya Kenya - Key Message Update: Crisis (IPC Phase 3) outcomes expanding as anomalous dry conditions intensify, January 2026 - Kenya",ReliefWeb Kenya,1/30/2026
134,Security & Safety,PSA,"The crisis extended beyond food shortages to health and economic pressures, with authorities and humanitarian agencies warning of ongoing vulnerability until the next rainy season.",ReliefWeb Kenya,2/2/2026
135,Security & Safety,PSA,"Situation Update: Escalating Malnutrition and Acute Food Shortage in Kenya’s ASAL Counties Amid Worsening Drought: Urgent Multisectoral Action Needed to Save Lives (18th February 2026) - Kenya Four counties; Mandera, Wajir, Kwale, and Kilifi, are currently classified in the Alarm Phase, indicating critical drought conditions requiring urgent response. Twelve other counties, including Baringo, Tana River, Kajiado, Kitui, Lamu, Samburu, Laikipia, Narok, Turkana, Isiolo, Marsabit and Garissa are classified in the Alert Phase. Kenya | Complex Emergency Operation Update MDRKE068 - Kenya Nine counties including Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River are in the “Alert” phase, and Mandera remains in the critical “Alarm” phase. Water scarcity is deepening across northern and eastern Kenya, where many water points are now “near-dry” or in “alert” status.",ReliefWeb Kenya,2/18/2026
136,Security & Safety,PSA,"Urgent: 3.3 Million Kenyans face acute hunger as multi-year drought devastates ASAL counties: Urgent multisectoral action needed to save lives - Kenya Twelve other counties—Baringo, Tana River, Kajiado, Kitui, Lamu, Samburu, Laikipia, Narok, Turkana, Isiolo, Marsabit, and Garissa, remain in the Alert Phase, a worsening trajectory. Staggering Nutrition and Health Risks The humanitarian impact is most severe, especially among the most vulnerable population: • Malnutrition: Over 810,000 children (aged 6–59 months) and nearly 117,000 pregnant and breastfeeding mothers require urgent assistance & treatment for acute malnutrition. CALL TO ACTION: We are calling on the national government, ASAL county governments, development partners, and the private sector to provide resources and undertake immediate lifesaving interventions to prevent malnutrition, protect livelihoods, and prevent deaths.",ReliefWeb Kenya,2/19/2026
137,Security & Safety,PSA,"WHO and Novo Nordisk Foundation partner to advance health workforce education in Kenya - Kenya Last year, WHO AFRO launched the first-ever prototype competency-based curricula for 10 key health cadres including critical care nursing, general surgery and community health workers. ""Competency-based education ensures our health workers are prepared to address the real health challenges communities face, from preventing and managing chronic diseases including diabetes and heart disease to delivering quality care at every level. Kenya: Drought Snapshot (February 2026) - Kenya",ReliefWeb Kenya,2/20/2026
138,Security & Safety,PSA,"Kenya builds capacity to produce its own vaccines - Kenya During the COVID-19 pandemic, this dependency had serious consequences; when global demand surged, lower-income countries were consistently last to receive vaccines, with some waiting years while wealthier nations secured multiple rounds of supply. Should a health emergency arise, the same platform can be rapidly redirected to produce a response, shortening the time it takes for effective countermeasures to reach affected populations. The Pharmacy and Poisons Board is working alongside programme partners to ensure that vaccines produced locally meet the regulatory standards required to reach patients safely.",ReliefWeb Kenya,2/23/2026
139,Security & Safety,PSA,Status of mobility of livestock in Kenya: Mapping of livestock routes and case studies on mobility blockages - Kenya,ReliefWeb Kenya,2/24/2026
140,Security & Safety,PSA,"Hanaano Programme | Concern Worldwide - Kenya The Realities of Adapting from Floodplains to Eco Villages | Concern Worldwide - Kenya To fully realise the eco‑village concept and ensure sustainability, further investment is required in infrastructure such as apiculture, livestock enterprises and irrigation systems.",ReliefWeb Kenya,2/25/2026
141,Security & Safety,PSA,Kenya introduces WHO child development assessment tool in national health survey for the first time - Kenya,ReliefWeb Kenya,3/4/2026
142,Security & Safety,PSA,"This month, leaders from around the world will convene at the United Nations office in New York to call for rights, justice and action to lift up all women and girls. “The officers I spoke to first admonished me and told me that this was not a criminal case, but rather a case of indecent behaviour on my part.” She tried to report the crime a second time, but was advised to hire a lawyer, which she could not afford. “I launched Girls For Girls Africa Mental Health Foundation, a registered non-profit that offers trauma-informed psychosocial support to survivors,” she explained.",ReliefWeb Kenya,3/6/2026
143,Security & Safety,PSA,"Kenya - Floods (media, Kenya Met Department, NOAA - CPC) (ECHO Daily Flash of 9 March 2026) - Kenya Kenya Food Security Outlook February - September 2026: Slow recovery from historic poor short rains to sustain Crisis (IPC Phase 3) in pastoral areas - Kenya",ReliefWeb Kenya,3/9/2026
144,Security & Safety,PSA,Kenya | Severe weather and flash floods - DG ECHO Daily Map | 10/03/2026 - Kenya,ReliefWeb Kenya,3/10/2026
145,Security & Safety,PSA,Flooding contributed to a surge in water-borne and vector-borne diseases.,ReliefWeb Kenya,3/11/2026
146,Security & Safety,PSA,"Kenya: Climatic shocks drive Extremely Critical acute malnutrition among children and increasing numbers of high acute food insecurity - IPC Acute Food Insecurity and Acute Malnutrition Analysis (January – December 2026), Published on 12 March 2026 - Kenya",ReliefWeb Kenya,3/12/2026
147,Security & Safety,PSA,"Kenya - Floods, update (NOAA-CPC, media) (ECHO Daily Flash of 16 March 2026) - Kenya As drought tightens its grip on northern Kenya, a new IPC report confirms the crisis is getting significantly worse - Kenya With more than 1 in 3 children affected, the risk of death from starvation, disease, and other preventable causes is only predicted to grow without urgent scale up of assistance. According to the National Drought Management Authority (NDMA) Drought Early Warning Bulletins, Garissa County remains in the Alert phase but has deteriorated between December 2025 and February 2026. CARE Kenya and partners are calling on donors to urgently increase the volume and quality of funding to respond the drought in Kenya. For media inquiries, please email usa.media@care.org, or contact Kelly Muthusi, CARE East and Central Africa, Regional Communications Associate, email: Kelly.Muthusi@care.org",ReliefWeb Kenya,3/16/2026
148,Security & Safety,PSA,"Canada strengthens humanitarian and economic partnerships during Secretary of State Sarai’s visit to Kenya - Kenya Kenya - Floods, update (Kenya Government, media, Kenya Met Department, NOAA-CPC) (ECHO Daily Flash of 18 March 2026) - Kenya",ReliefWeb Kenya,3/18/2026
149,Security & Safety,PSA,"Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, DG ECHO, media) (ECHO Daily Flash of 19 March 2026) - Kenya Residents in the affected areas should stay informed of official updates, avoid flood‑prone zones, and follow any evacuation or shelter‑in‑place instructions issued by authorities. Kenya | Cholera - Simplified Early Action Protocol (EAP No.: sEAP2025KE04, Operation No: MDRKE071) - Kenya The index case, reported in Migori, was linked to cross-border transmission which then creates the urgency with which the cross-border epidemic surveillance needs to be heightened. Kwale county has high cross border movement with Tanzania at Lunga Lunga and was categorized under ‘Alert’ drought phase by the National Drought Management Authority (NDMA, 2025)6 and faces inadequate availability of safe water.",ReliefWeb Kenya,3/19/2026
150,Security & Safety,PSA,"New Somali refugees in Dadaab camps find no services, no aid - Kenya Kenya - Floods, update (Ministry of Interior and National Administration, Kenya Met, media) (ECHO Daily Flash of 23 March 2026) - Kenya On 20 March, residents living downstream of the Nairobi Dam were ordered to evacuate after authorities warned that rising water levels threatened to breach the dam embankment, creating an imminent risk of flooding.",ReliefWeb Kenya,3/23/2026
151,Security & Safety,PSA,"World Water Day: Salesian Missions highlights water projects that make clean, fresh water available in communities - Kenya While serving as a reminder of the global population who suffers from water-related issues, the day also provides calls to action to prepare for the management of water in the future. To ensure optimal groundwater availability, a survey was conducted to identify the most suitable location for drilling. A borewell was drilled to access a sustainable aquifer and then a high-capacity submersible pump was installed, along with durable piping and electrical connections to ensure efficient water extraction.",ReliefWeb Kenya,3/24/2026
152,Security & Safety,PSA,"Kenya - Severe weather and floods, update (Meteo Kenya, media) (ECHO Daily Flash of 25 March 2026) - Kenya Forecasts warn of further moderate rainfall expected over the next two days, particularly in the northern, western, and southeastern parts of the country. Unlocking refugee work authorisation in Kenya: A practical framework for economic inclusion, institutional alignment, and national growth (March 2026) - Kenya",ReliefWeb Kenya,3/25/2026
153,Security & Safety,PSA,"Kenya now faces both flood emergency and drought crisis, country braces for cholera risk - Kenya CARE Kenya is well-positioned to reach vulnerable households and will be continuously assessing the evolving situation through rapid needs assessments to identify emerging gaps in shelter, water and sanitation, protection, and livelihoods and ensure that assistance reaches those most in need, as quickly as possible. Many households have also lost their sources of income and urgently require help to restart their livelihoods and support for small businesses. - CARE and its partners are conducting rapid needs assessments to determine the most urgent humanitarian priorities, including shelter, water, sanitation and hygiene (WASH), protection, and livelihood support. For media inquiries, please email usa.media@care.org, or contact Pauline Hurungudo, CARE East and Southern Africa, Regional Communications Advisor, email: Pauline.Hurungudo@care.org",ReliefWeb Kenya,3/27/2026
154,Security & Safety,PSA,"Africa Region | Mpox Appeal - Operations Update #5 (MDRS1003) - Kenya Despite this progress, within the same period, a strong resurgence of cases was observed in Western Africa, in particular Guinea, Togo and Sierra Leone, in Kenya and Tanzania in East Africa and in Malawi and Mozambique in Southern Africa. What Is Therapeutic Milk? Treating Severe Child Malnutrition - Kenya Treating Severe Child Malnutrition - Kenya Severe acute malnutrition is one of the deadliest conditions affecting children under five, requiring urgent medical care—not just food. Caregivers or health workers identify warning signs such as visible wasting, swollen feet, or a red-zone MUAC measurement. By pairing lifesaving treatment with prevention-focused care, Action Against Hunger works not only to help children survive today, but to ensure they grow, thrive, and never need therapeutic milk again.",ReliefWeb Kenya,3/31/2026
155,Security & Safety,PSA,"Disaster displacement risk in Kenya: An overview of the risk of future displacement by riverine floods, storm surges, cyclonic winds and droughts at the national and sub-national levels - Kenya",ReliefWeb Kenya,4/1/2026
156,Security & Safety,PSA,"Building Strong Systems to Improve Health and Nutrition in Kenya - Kenya Kenya - Severe weather and floods (media, NOAA-CPC) (ECHO Daily Flash of 2 April 2026) - Kenya Kenya - Key Message Update: Long rains to drive improvement, but widespread Crisis (IPC Phase 3) will persist, March 2026 - Kenya Country Brief Kenya - Climate Change, Mobility, and Conflict Dynamics (April 2026) - Kenya - Many urgent humanitarian needs are unmet in Kenya. - Community-based early warning systems for climate risks exist, but they are underdeveloped. Fewer than half (45%) of all respondents had access to early warning systems, and most relied on traditional knowledge or NGOs, rather than government systems. Even when early warnings were received (n=478), 19% of respondents took no action due to a lack of capacity.",ReliefWeb Kenya,4/2/2026
